client_id,account_id,disp_id,loan_purpose,personal_loan,car_loan,home_loan,credit_card_loan,business_loan
11906,9673,11598,debt_consolidation,1,0,0,0,0
11130,9037,10822,credit_card,0,0,0,1,0
4656,3862,4656,debt_consolidation,1,0,0,0,0
3793,3137,3793,credit_card,0,0,0,1,0
12599,10243,12291,debt_consolidation,1,0,0,0,0
4291,3556,4291,other,1,0,0,0,0
1282,1068,1282,credit_card,0,0,0,1,0
13923,11327,13615,credit_card,0,0,0,1,0
2190,1808,2190,credit_card,0,0,0,1,0
11609,9433,11301,credit_card,0,0,0,1,0
2915,2413,2915,debt_consolidation,1,0,0,0,0
1816,1498,1816,credit_card,0,0,0,1,0
7855,6505,7855,credit_card,0,0,0,1,0
1594,1318,1594,credit_card,0,0,0,1,0
11337,9208,11029,other,1,0,0,0,0
45,37,45,credit_card,0,0,0,1,0
5245,4354,5245,debt_consolidation,1,0,0,0,0
5143,4268,5143,debt_consolidation,1,0,0,0,0
11252,9140,10944,debt_consolidation,1,0,0,0,0
6892,5698,6892,debt_consolidation,1,0,0,0,0
376,309,376,debt_consolidation,1,0,0,0,0
11271,9156,10963,credit_card,0,0,0,1,0
2739,2262,2739,debt_consolidation,1,0,0,0,0
333,276,333,credit_card,0,0,0,1,0
127,105,127,debt_consolidation,1,0,0,0,0
1554,1284,1554,debt_consolidation,1,0,0,0,0
8356,6922,8356,debt_consolidation,1,0,0,0,0
2342,1928,2342,other,1,0,0,0,0
10662,8645,10354,debt_consolidation,1,0,0,0,0
2166,1787,2166,credit_card,0,0,0,1,0
13490,10973,13182,credit_card,0,0,0,1,0
12695,10320,12387,credit_card,0,0,0,1,0
11372,9236,11064,home_improvement,0,0,1,0,0
9593,7753,9285,credit_card,0,0,0,1,0
