trans_id,account_id,date,type,operation,amount,balance,k_symbol,bank,account
463781,1578,951105,VYDAJ,PREVOD NA UCET,1825.0,22036.4,SIPO,UV,44909232.0
418874,1420,951105,VYDAJ,VYBER,2300.0,24714.3,,,
421394,1429,951105,VYDAJ,PREVOD NA UCET,2166.0,24999.8,SIPO,EF,8150911.0
421322,1429,951105,PRIJEM,PREVOD Z UCTU,3250.0,27165.8,,ST,70004778.0
2989138,9897,951105,VYDAJ,PREVOD NA UCET,1507.0,29638.9,SIPO,ST,84057002.0
710902,2431,951105,VYDAJ,PREVOD NA UCET,1243.0,22252.8,SIPO,KL,96937953.0
710101,2429,951105,PRIJEM,VKLAD,14609.0,59210.4,,,
517484,1768,951105,PRIJEM,VKLAD,11448.0,53909.7,,,
651748,2227,951106,VYDAJ,VYBER,12000.0,73092.7,,,
691592,2363,951106,VYDAJ,PREVOD NA UCET,599.0,20605.8, ,YZ,11521917.0
963751,3284,951106,VYDAJ,VYBER,5880.0,14765.6,,,
36972,119,951106,VYDAJ,VYBER,1700.0,47221.8,,,
39787,128,951106,VYDAJ,VYBER,2000.0,31917.7,,,
475267,1620,951106,VYDAJ,PREVOD NA UCET,1931.0,25879.0,SIPO,ST,23482644.0
337189,1145,951106,VYDAJ,PREVOD NA UCET,1469.0,17123.6,,KL,38151466.0
647301,2213,951106,VYDAJ,PREVOD NA UCET,6273.0,30276.3,SIPO,IJ,46736180.0
243839,837,951106,PRIJEM,VKLAD,21340.0,46945.1,,,
1058348,3618,951106,VYDAJ,PREVOD NA UCET,8812.0,26758.4,SIPO,KL,91105961.0
3235460,10738,951106,VYDAJ,PREVOD NA UCET,186.0,54238.3,SIPO,CD,73939931.0
3248874,10788,951106,VYDAJ,VYBER,2800.0,44118.2,,,0.0
174741,588,951106,VYDAJ,PREVOD NA UCET,1437.0,27583.4, ,MN,81579917.0
180145,610,951106,PRIJEM,PREVOD Z UCTU,26217.0,75198.9,,OP,91739892.0
344787,1168,951106,VYDAJ,PREVOD NA UCET,40.0,30871.3, ,WX,34381449.0
132173,443,951106,VYDAJ,PREVOD NA UCET,67.0,22331.3,,QR,69234090.0
129609,435,951106,VYDAJ,PREVOD NA UCET,3189.0,24516.6,SIPO,MN,75157016.0
132781,445,951106,VYDAJ,PREVOD NA UCET,7567.0,19834.6, ,IJ,49652427.0
140243,470,951106,PRIJEM,VKLAD,7915.0,32888.8,,,
974080,3319,951106,VYDAJ,PREVOD NA UCET,66.0,29229.3,SIPO,AB,20696419.0
393114,1337,951106,PRIJEM,VKLAD,4896.0,37665.4,,,
530829,1809,951106,VYDAJ,VYBER,7500.0,36265.7,,,
1150314,3935,951106,VYDAJ,PREVOD NA UCET,652.0,54240.8,POJISTNE,YZ,3849626.0
1150026,3935,951106,PRIJEM,PREVOD Z UCTU,21736.0,54892.8,,KL,32445126.0
785441,2676,951106,VYDAJ,PREVOD NA UCET,2348.0,35598.6,POJISTNE,ST,71575033.0
3303020,10973,951106,VYDAJ,VYBER,36500.0,48135.1,,,
2862343,9472,951106,VYDAJ,PREVOD NA UCET,5119.0,29949.8,SIPO,KL,17279625.0
221159,751,951106,PRIJEM,PREVOD Z UCTU,4350.0,28809.1,DUCHOD,UV,59883838.0
222808,757,951106,VYDAJ,VYBER,2300.0,36271.3,,,
118386,397,951106,VYBER,VYBER,16205.0,18944.4,,,
575339,1959,951106,VYDAJ,PREVOD NA UCET,167.0,23222.4, ,QR,89473181.0
635510,2170,951106,PRIJEM,PREVOD Z UCTU,49847.0,87110.0,,KL,97547798.0
635690,2170,951106,VYDAJ,PREVOD NA UCET,6011.0,81099.0,POJISTNE,MN,6311643.0
1253831,4287,951106,VYDAJ,VYBER,2000.0,32426.1,,,
1657211,5622,951106,PRIJEM,VKLAD,29851.0,72144.3,,,
3149191,10451,951106,VYDAJ,PREVOD NA UCET,2439.0,20578.2,SIPO,CD,58286762.0
359794,1222,951106,VYDAJ,VYBER,7200.0,38113.3,,,
359618,1222,951106,VYDAJ,PREVOD NA UCET,1727.0,45313.3,SIPO,WX,91109859.0
434353,1476,951106,VYDAJ,PREVOD NA UCET,3467.0,19270.5,SIPO,YZ,33632028.0
436922,1485,951106,PRIJEM,VKLAD,23420.0,73665.1,,,
434759,1477,951106,VYDAJ,PREVOD NA UCET,2100.0,12129.8,,OP,39149236.0
434281,1476,951106,PRIJEM,PREVOD Z UCTU,6411.0,22737.5,DUCHOD,GH,63237541.0
750054,2557,951106,VYDAJ,PREVOD NA UCET,2806.0,21460.8,SIPO,YZ,31457412.0
748935,2554,951106,PRIJEM,VKLAD,24696.0,56774.7,,,
1138311,3891,951106,PRIJEM,VKLAD,16318.0,67775.5,,,
1138607,3891,951106,VYDAJ,VYBER,14500.0,53275.5,,,
807502,2751,951106,VYDAJ,PREVOD NA UCET,2957.0,34130.1, ,WX,57857632.0
860111,2931,951106,VYDAJ,PREVOD NA UCET,2884.0,19166.1,SIPO,QR,47281336.0
856694,2919,951106,VYDAJ,VYBER,10300.0,33125.7,,,
423862,1440,951106,VYDAJ,PREVOD NA UCET,2020.0,28570.8, ,IJ,63291668.0
560655,1908,951106,VYDAJ,PREVOD NA UCET,3594.0,26655.8,SIPO,UV,45842748.0
378402,1287,951106,VYDAJ,PREVOD NA UCET,525.0,41005.0,POJISTNE,CD,8041507.0
1025877,3503,951106,PRIJEM,VKLAD,20054.0,58435.2,,,
375283,1277,951106,VYDAJ,PREVOD NA UCET,3175.0,25087.1,SIPO,OP,2533764.0
985640,3362,951106,VYDAJ,PREVOD NA UCET,7294.0,39176.3,SIPO,UV,25993234.0
58979,197,951106,PRIJEM,VKLAD,21718.0,58784.5,,,
525402,1792,951106,VYDAJ,VYBER,3000.0,22373.3,,,
2279710,7523,951106,VYDAJ,VYBER,5600.0,26089.5,SIPO,,0.0
468926,1597,951106,PRIJEM,PREVOD Z UCTU,6701.0,29294.3,DUCHOD,ST,69547152.0
497788,1696,951106,VYDAJ,PREVOD NA UCET,2159.0,14021.5,SIPO,QR,41205018.0
877503,2989,951106,VYDAJ,PREVOD NA UCET,3395.0,14622.6,SIPO,QR,70749723.0
621463,2121,951106,VYDAJ,PREVOD NA UCET,2625.0,42314.1,SIPO,ST,58488207.0
530612,1809,951106,VYDAJ,PREVOD NA UCET,183.0,36082.7, ,WX,62114232.0
530468,1809,951106,PRIJEM,PREVOD Z UCTU,20055.0,43765.7,,CD,80314862.0
275341,943,951106,PRIJEM,PREVOD Z UCTU,3217.0,21054.3,,OP,70103525.0
225259,767,951106,VYDAJ,PREVOD NA UCET,109.0,46831.4,POJISTNE,GH,63160019.0
225163,767,951106,VYDAJ,PREVOD NA UCET,3564.0,43267.4,SIPO,KL,91866522.0
227427,773,951106,VYDAJ,VYBER,1000.0,40503.8, ,,0.0
227648,773,951106,VYDAJ,VYBER,5300.0,35203.8,,,
2789604,9236,951106,PRIJEM,VKLAD,3200.0,33754.8,,,
325452,1112,951106,PRIJEM,VKLAD,18819.0,65345.2,,,
284379,977,951106,VYDAJ,PREVOD NA UCET,6846.0,30155.3,SIPO,ST,60977023.0
668657,2282,951106,VYDAJ,VYBER,16100.0,62006.2,,,
668391,2282,951106,VYDAJ,PREVOD NA UCET,4704.0,57302.2,SIPO,YZ,67707383.0
840206,2861,951106,PRIJEM,PREVOD Z UCTU,5915.0,29723.4,DUCHOD,ST,10531437.0
841623,2865,951106,PRIJEM,VKLAD,12068.0,46278.2,,,
622455,2123,951106,VYDAJ,VYBER,870.0,15254.4,,,
626676,2140,951106,VYDAJ,PREVOD NA UCET,2318.0,22961.3,SIPO,WX,27352017.0
1958982,6636,951106,VYDAJ,VYBER,2000.0,64510.7, ,,0.0
1013404,3465,951106,VYDAJ,PREVOD NA UCET,4543.0,51196.3,SIPO,EF,47699880.0
461978,1570,951106,PRIJEM,PREVOD Z UCTU,4298.0,25529.2,DUCHOD,KL,59994321.0
509021,1742,951106,PRIJEM,VKLAD,23418.0,24218.0,,,
506057,1728,951106,PRIJEM,VKLAD,8461.0,35322.0,,,
506485,1730,951106,PRIJEM,PREVOD Z UCTU,6689.0,39595.3,DUCHOD,ST,43294817.0
412003,1402,951106,VYDAJ,PREVOD NA UCET,374.0,22033.5, ,EF,12338292.0
1051259,3595,951106,VYDAJ,PREVOD NA UCET,7868.0,18364.3,SIPO,CD,30129873.0
2989042,9897,951106,PRIJEM,PREVOD Z UCTU,18081.0,47719.9,,IJ,7909250.0
955752,3258,951106,VYDAJ,PREVOD NA UCET,8565.0,70123.6,SIPO,IJ,52715402.0
1011266,3456,951106,VYDAJ,PREVOD NA UCET,1500.0,15072.7,SIPO,YZ,52054703.0
1119957,3826,951106,VYDAJ,PREVOD NA UCET,4518.0,27098.1,SIPO,GH,788856.0
712470,2435,951106,VYDAJ,PREVOD NA UCET,7904.0,83714.0,SIPO,WX,21075344.0
712301,2435,951106,PRIJEM,VKLAD,17617.0,91618.0,,,
921438,3141,951107,PRIJEM,PREVOD Z UCTU,10870.0,35571.3,,EF,70251357.0
51129,172,951107,PRIJEM,VKLAD,22389.0,67740.1,,,
42555,142,951107,PRIJEM,PREVOD Z UCTU,4555.0,22723.0,DUCHOD,QR,39513594.0
503791,1719,951107,PRIJEM,PREVOD Z UCTU,4152.0,24365.9,DUCHOD,IJ,25589144.0
645262,2203,951107,PRIJEM,PREVOD Z UCTU,6686.0,31175.7,DUCHOD,EF,39426541.0
1784377,6051,951107,PRIJEM,VKLAD,4987.0,24057.4,,,
1170109,4013,951107,PRIJEM,PREVOD Z UCTU,10030.0,35151.9,,AB,9568757.0
270655,928,951107,PRIJEM,VKLAD,6842.0,36967.4,,,
236463,808,951107,PRIJEM,VKLAD,15420.0,48544.7,,,
244126,837,951107,VYDAJ,VYBER,5700.0,41245.1,,,
129537,435,951107,PRIJEM,PREVOD Z UCTU,5039.0,29555.6,DUCHOD,MN,22131634.0
137157,459,951107,PRIJEM,VKLAD,400.0,10900.0,,,
136188,456,951107,VYDAJ,VYBER,32600.0,58573.6,,,
3248946,10788,951107,VYDAJ,VYBER,4700.0,39418.2,SIPO,,0.0
537982,1830,951107,VYDAJ,PREVOD NA UCET,7692.0,22752.1,SIPO,YZ,23603689.0
2042570,6924,951107,PRIJEM,PREVOD Z UCTU,24357.0,58234.9,,IJ,17466515.0
2042690,6924,951107,VYDAJ,PREVOD NA UCET,4585.0,53649.9,SIPO,CD,76091629.0
866141,2949,951107,VYDAJ,PREVOD NA UCET,783.0,18357.3,SIPO,UV,79491674.0
1150242,3935,951107,VYDAJ,PREVOD NA UCET,5908.0,48332.8, ,GH,11549193.0
1153307,3944,951107,PRIJEM,VKLAD,3700.0,21887.0,,,
782556,2667,951107,VYDAJ,PREVOD NA UCET,2180.0,22497.8,,ST,2693307.0
826847,2817,951107,PRIJEM,VKLAD,13672.0,66857.1,,,
222636,757,951107,VYDAJ,PREVOD NA UCET,2289.0,33982.3, ,KL,64578419.0
221231,751,951107,VYDAJ,PREVOD NA UCET,2363.0,26446.1,SIPO,GH,74106764.0
2938450,9731,951107,VYDAJ,PREVOD NA UCET,1320.0,42521.0, ,OP,14137328.0
1614001,5481,951107,PRIJEM,PREVOD Z UCTU,36430.0,85403.4,,ST,47793597.0
1657336,5622,951107,VYDAJ,PREVOD NA UCET,6327.0,65817.3,SIPO,ST,24175644.0
3149119,10451,951107,PRIJEM,VKLAD,14037.0,34615.2,,,
750263,2557,951107,PRIJEM,VKLAD,2500.0,23960.8,,,
753747,2572,951107,PRIJEM,PREVOD Z UCTU,48819.0,91274.5,,GH,30417722.0
1138383,3891,951107,VYDAJ,PREVOD NA UCET,3172.0,50103.5,SIPO,GH,80522375.0
296794,1012,951107,VYBER,VYBER,13661.0,9506.4,,,
327497,1118,951107,VYDAJ,PREVOD NA UCET,1388.0,19210.2, ,GH,4071104.0
327353,1118,951107,PRIJEM,VKLAD,7538.0,20598.2,,,
766268,2617,951107,VYDAJ,PREVOD NA UCET,166.0,22132.9,SIPO,QR,48354953.0
763785,2608,951107,VYDAJ,VYBER,7500.0,27547.4,,,
835424,2842,951107,VYDAJ,PREVOD NA UCET,862.0,19072.9,POJISTNE,AB,97435020.0
806102,2747,951107,PRIJEM,VKLAD,500.0,31481.3,,,
557890,1898,951107,PRIJEM,PREVOD Z UCTU,10266.0,34079.3,,MN,49335420.0
378258,1287,951107,PRIJEM,PREVOD Z UCTU,21046.0,62051.0,,UV,11824322.0
158480,531,951107,PRIJEM,PREVOD Z UCTU,3216.0,10648.0,,YZ,11388463.0
79735,267,951107,PRIJEM,PREVOD Z UCTU,4847.0,24627.5,DUCHOD,EF,11064833.0
524095,1787,951107,PRIJEM,VKLAD,400.0,24346.3,,,
523403,1786,951107,VYDAJ,VYBER,960.0,45357.4,,,
2279650,7523,951107,PRIJEM,VKLAD,20633.0,46722.5,,,
877431,2989,951107,PRIJEM,PREVOD Z UCTU,5093.0,19715.6,DUCHOD,MN,26638216.0
1867698,6321,951107,VYDAJ,VYBER,12500.0,6839.1,SIPO,,0.0
1503454,5126,951107,VYDAJ,VYBER,400.0,27315.5,,,0.0
1861,8,951107,PRIJEM,VKLAD,20475.0,45587.1,,,
525731,1793,951107,VYDAJ,VYBER,10600.0,32288.2,,,
610338,2078,951107,VYDAJ,PREVOD NA UCET,3598.0,35788.0,SIPO,GH,3833902.0
1083042,3699,951107,PRIJEM,VKLAD,19293.0,55217.3,,,
1693872,5740,951107,VYDAJ,VYBER,2400.0,36310.1,,,
247791,851,951107,VYDAJ,VYBER,22700.0,101220.9,,,
247389,851,951107,PRIJEM,VKLAD,24815.0,147256.9,,,
247615,851,951107,VYBER,VYBER,23336.0,123920.9,,,
275413,943,951107,VYDAJ,PREVOD NA UCET,2144.0,18910.3,,AB,8294791.0
1450552,4937,951107,VYDAJ,VYBER,4700.0,34443.2,,,
403806,1375,951107,PRIJEM,VKLAD,20291.0,58699.1,,,
292088,1000,951107,PRIJEM,PREVOD Z UCTU,31348.0,73892.3,,ST,87163465.0
723330,2476,951107,VYDAJ,PREVOD NA UCET,2854.0,21728.1,SIPO,IJ,23237085.0
737293,2519,951107,PRIJEM,PREVOD Z UCTU,5544.0,32659.7,DUCHOD,GH,5454445.0
509216,1742,951107,PRIJEM,VKLAD,300.0,24518.0,,,
418740,1420,951107,VYDAJ,PREVOD NA UCET,1794.0,22920.3,SIPO,QR,22850889.0
1051199,3595,951107,PRIJEM,VKLAD,11803.0,30167.3,,,
1019966,3483,951107,PRIJEM,PREVOD Z UCTU,3260.0,23448.7,,IJ,84752761.0
1022192,3489,951107,PRIJEM,VKLAD,16203.0,54929.6,,,
2989186,9897,951107,VYDAJ,PREVOD NA UCET,4339.0,43380.9, ,IJ,22879386.0
99440,340,951107,VYDAJ,PREVOD NA UCET,917.0,19715.2,SIPO,CD,26790029.0
99512,340,951107,VYDAJ,PREVOD NA UCET,901.0,20632.2, ,YZ,80708729.0
551705,1878,951107,PRIJEM,VKLAD,5700.0,14578.3,,,
651974,2228,951108,PRIJEM,VKLAD,11010.0,34242.1,,,
653530,2235,951108,PRIJEM,VKLAD,9376.0,10176.0,,,
963613,3284,951108,PRIJEM,VKLAD,7309.0,22074.6,,,
500370,1705,951108,PRIJEM,VKLAD,15037.0,42578.7,,,
641422,2189,951108,VYDAJ,VYBER,17900.0,44293.4,,,
451562,1535,951108,VYDAJ,PREVOD NA UCET,2757.0,39350.1,SIPO,UV,60955130.0
1170253,4013,951108,VYDAJ,PREVOD NA UCET,6686.0,28465.9,SIPO,EF,83890586.0
2108174,7136,951108,VYDAJ,PREVOD NA UCET,2235.0,63990.9, ,UV,45092648.0
649309,2219,951108,VYBER,VYBER,18522.0,46084.4,,,
1060270,3624,951108,VYDAJ,PREVOD NA UCET,11953.0,8864.5,SIPO,GH,76964914.0
174813,588,951108,VYDAJ,PREVOD NA UCET,511.0,27072.4,POJISTNE,KL,40627336.0
1225339,4195,951108,VYBER,VYBER,11962.0,93132.2,,,
785665,2676,951108,VYDAJ,VYBER,9000.0,26598.6,,,
3302643,10973,951108,PRIJEM,VKLAD,25599.0,73734.1,,,
146329,490,951108,PRIJEM,PREVOD Z UCTU,3063.0,16864.0,,OP,74493413.0
744700,2542,951108,VYDAJ,PREVOD NA UCET,308.0,31729.9,POJISTNE,YZ,40178102.0
1246480,4264,951108,PRIJEM,VKLAD,21500.0,70825.9,,,
437066,1485,951108,VYDAJ,PREVOD NA UCET,5949.0,67716.1, ,EF,43014037.0
434687,1477,951108,PRIJEM,PREVOD Z UCTU,3151.0,15280.8,,KL,92373114.0
754020,2572,951108,VYDAJ,VYBER,30700.0,60574.5,,,
294731,1006,951108,VYDAJ,PREVOD NA UCET,60.0,36651.4,POJISTNE,EF,76910799.0
294515,1006,951108,PRIJEM,PREVOD Z UCTU,3737.0,36711.4,,WX,6088287.0
328486,1120,951108,VYDAJ,PREVOD NA UCET,1195.0,18578.3, ,KL,15175223.0
260975,893,951108,VYDAJ,VYBER,12700.0,39939.7,,,
263124,900,951108,PRIJEM,VKLAD,8925.0,34073.0,,,
1073043,3667,951108,PRIJEM,VKLAD,4463.0,23437.0,,,
725858,2484,951108,VYDAJ,PREVOD NA UCET,2343.0,27431.7,SIPO,OP,3728384.0
821875,2799,951108,VYDAJ,PREVOD NA UCET,2493.0,68796.9,POJISTNE,CD,2489036.0
381210,1295,951108,VYDAJ,PREVOD NA UCET,3282.0,18506.8,SIPO,UV,74620097.0
382739,1299,951108,VYDAJ,VYBER,1300.0,21348.5,,,
382488,1299,951108,VYDAJ,PREVOD NA UCET,317.0,21031.5,SIPO,CD,17364889.0
382416,1299,951108,PRIJEM,PREVOD Z UCTU,3913.0,24939.5,,CD,49405068.0
382560,1299,951108,VYDAJ,PREVOD NA UCET,2291.0,22648.5, ,GH,4791987.0
386579,1314,951108,VYDAJ,PREVOD NA UCET,6889.0,35324.9,SIPO,IJ,52970862.0
2121760,7184,951108,VYDAJ,VYBER,6400.0,57120.3,,,0.0
66033,220,951108,PRIJEM,PREVOD Z UCTU,5271.0,19085.3,DUCHOD,IJ,9426391.0
916274,3124,951108,PRIJEM,VKLAD,15032.0,48785.2,,,
912384,3111,951108,PRIJEM,VKLAD,200.0,200.0,,,
916322,3124,951108,VYDAJ,PREVOD NA UCET,3649.0,45136.2,SIPO,KL,29770392.0
520654,1778,951108,VYDAJ,PREVOD NA UCET,3432.0,35955.5,SIPO,YZ,55264913.0
523301,1786,951108,VYDAJ,PREVOD NA UCET,8818.0,36539.4,SIPO,QR,45089298.0
621403,2121,951108,PRIJEM,VKLAD,22121.0,64435.1,,,
17371,59,951108,VYDAJ,PREVOD NA UCET,6190.0,50607.5, ,ST,65394794.0
17311,59,951108,VYDAJ,PREVOD NA UCET,695.0,49912.5,SIPO,IJ,38201576.0
528283,1802,951108,VYDAJ,PREVOD NA UCET,1396.0,25617.0, ,CD,33883029.0
528336,1802,951108,VYDAJ,VYBER,2320.0,27013.0,,,
610266,2078,951108,PRIJEM,VKLAD,14633.0,50421.0,,,
882396,3007,951108,PRIJEM,VKLAD,22452.0,56407.9,,,
247506,851,951108,VYDAJ,PREVOD NA UCET,3254.0,97966.9,SIPO,GH,75825410.0
248307,854,951108,PRIJEM,VKLAD,10405.0,27115.1,,,
272018,931,951108,VYDAJ,PREVOD NA UCET,998.0,29660.6,SIPO,QR,69328868.0
225307,767,951108,VYDAJ,PREVOD NA UCET,22.0,43245.4, ,KL,32800996.0
1048403,3586,951108,PRIJEM,VKLAD,12951.0,47894.1,,,
1163270,3982,951108,VYDAJ,PREVOD NA UCET,2153.0,24630.8,SIPO,OP,15246630.0
1163198,3982,951108,PRIJEM,PREVOD Z UCTU,3230.0,26783.8,,GH,65810519.0
403866,1375,951108,VYDAJ,PREVOD NA UCET,5930.0,52769.1,SIPO,CD,90090238.0
717113,2456,951108,VYDAJ,VYBER,11900.0,40279.5,,,
723258,2476,951108,PRIJEM,PREVOD Z UCTU,4281.0,26009.1,DUCHOD,MN,28943950.0
758674,2588,951108,VYDAJ,PREVOD NA UCET,6509.0,46300.1,SIPO,MN,69929891.0
756314,2581,951108,VYDAJ,PREVOD NA UCET,4769.0,35861.7,SIPO,OP,81132262.0
463721,1578,951108,PRIJEM,PREVOD Z UCTU,4128.0,26164.4,DUCHOD,QR,93567275.0
420549,1426,951108,PRIJEM,PREVOD Z UCTU,4022.0,4222.0,DUCHOD,IJ,11383384.0
955824,3258,951108,VYDAJ,PREVOD NA UCET,213.0,69910.6, ,GH,98635321.0
187725,635,951108,VYDAJ,PREVOD NA UCET,2160.0,23445.8,POJISTNE,KL,117952.0
734397,2510,951109,VYDAJ,PREVOD NA UCET,6922.0,35635.3,SIPO,EF,59125840.0
652322,2228,951109,PRIJEM,VKLAD,200.0,34442.1,,,
2707450,8957,951109,VYBER,VYBER,4793.0,22413.9,,,
963685,3284,951109,VYDAJ,PREVOD NA UCET,4872.0,17202.6,SIPO,MN,95121895.0
1064034,3636,951109,PRIJEM,VKLAD,9820.0,47663.7,,,
1765958,5991,951109,VYDAJ,PREVOD NA UCET,1978.0,28969.0,SIPO,UV,6799704.0
53896,180,951109,PRIJEM,PREVOD Z UCTU,23261.0,49890.0,,OP,69630121.0
31655,102,951109,VYDAJ,PREVOD NA UCET,377.0,27653.1, ,UV,97521966.0
32394,104,951109,VYDAJ,PREVOD NA UCET,1464.0,23163.6,,ST,8965999.0
503926,1719,951109,VYDAJ,VYBER,3760.0,20605.9,,,
552904,1882,951109,VYDAJ,PREVOD NA UCET,1936.0,13619.4, ,AB,81505483.0
641099,2189,951109,VYDAJ,PREVOD NA UCET,1449.0,42844.4,SIPO,UV,89534949.0
2108222,7136,951109,VYDAJ,PREVOD NA UCET,547.0,76880.9,POJISTNE,AB,13272279.0
2108026,7136,951109,PRIJEM,VKLAD,13437.0,77427.9,,,
269919,925,951109,VYDAJ,PREVOD NA UCET,5395.0,34502.7,SIPO,AB,8015108.0
269847,925,951109,PRIJEM,VKLAD,18500.0,39897.7,,,
337117,1145,951109,VYDAJ,PREVOD NA UCET,478.0,16645.6,,IJ,24233013.0
1076531,3678,951109,PRIJEM,VKLAD,8901.0,15595.0,,,
1076900,3678,951109,VYDAJ,VYBER,300.0,15295.0,,,
1058420,3618,951109,VYDAJ,PREVOD NA UCET,826.0,25932.4, ,CD,40253979.0
1059811,3622,951109,VYDAJ,VYBER,33500.0,63635.8,,,
344607,1168,951109,VYDAJ,PREVOD NA UCET,2432.0,28439.3,SIPO,WX,84145503.0
140363,470,951109,VYDAJ,PREVOD NA UCET,630.0,32258.8, ,IJ,70524096.0
571693,1945,951109,PRIJEM,VKLAD,700.0,700.0,,,
2042630,6924,951109,VYDAJ,VYBER,5000.0,48649.9,,,0.0
432576,1470,951109,PRIJEM,VKLAD,12431.0,48938.7,,,
1152130,3940,951109,PRIJEM,PREVOD Z UCTU,17895.0,60137.2,,EF,72497838.0
1153068,3944,951109,PRIJEM,VKLAD,17331.0,39218.1,,,
126852,426,951109,VYDAJ,PREVOD NA UCET,886.0,18788.0, ,GH,34606760.0
146377,490,951109,VYDAJ,PREVOD NA UCET,2042.0,14822.0,SIPO,UV,89067864.0
118440,397,951109,VYDAJ,VYBER,9300.0,9644.4,,,
637165,2176,951109,PRIJEM,VKLAD,6415.0,21128.7,,,
744628,2542,951109,VYDAJ,PREVOD NA UCET,2637.0,29092.9, ,AB,12512219.0
2938390,9731,951109,VYDAJ,PREVOD NA UCET,4967.0,37554.0,SIPO,AB,50025022.0
1614130,5481,951109,VYBER,VYBER,15744.0,69659.4,,,
319114,1089,951109,PRIJEM,VKLAD,6900.0,7400.0,,,
318873,1089,951109,PRIJEM,VKLAD,13248.0,20648.0,,,
1273720,4356,951109,PRIJEM,VKLAD,6592.0,25330.6,,,
1271146,4347,951109,PRIJEM,VKLAD,48229.0,65468.6,,,
297758,1016,951109,VYDAJ,PREVOD NA UCET,2155.0,48651.9, ,MN,21620893.0
260903,893,951109,VYDAJ,VYBER,2760.0,59309.7,,,
260828,893,951109,PRIJEM,VKLAD,22130.0,62069.7,,,
1069669,3654,951109,VYDAJ,PREVOD NA UCET,6946.0,48022.2,SIPO,QR,71955466.0
691472,2363,951109,PRIJEM,PREVOD Z UCTU,6840.0,27445.8,DUCHOD,KL,20430076.0
729105,2493,951109,VYDAJ,PREVOD NA UCET,5375.0,35844.0,SIPO,EF,91739165.0
857106,2922,951109,PRIJEM,VKLAD,21500.0,39380.6,,,
1208580,4134,951109,VYDAJ,PREVOD NA UCET,5932.0,23465.9,SIPO,WX,37454885.0
378354,1287,951109,VYDAJ,PREVOD NA UCET,6619.0,55432.0, ,UV,28742987.0
1026051,3503,951109,VYDAJ,VYBER,18800.0,39635.2,,,
375211,1277,951109,PRIJEM,PREVOD Z UCTU,6248.0,31335.1,DUCHOD,IJ,36786365.0
933505,3184,951109,VYDAJ,PREVOD NA UCET,3410.0,14963.5,SIPO,OP,29959482.0
983406,3355,951109,PRIJEM,PREVOD Z UCTU,5768.0,38624.8,DUCHOD,OP,11943632.0
1091969,3734,951109,PRIJEM,VKLAD,4939.0,33318.7,,,
79513,266,951109,VYDAJ,VYBER,4200.0,49540.8,,,
912395,3111,951109,PRIJEM,VKLAD,18852.0,19052.0,,,
523229,1786,951109,PRIJEM,VKLAD,17874.0,54413.4,,,
525536,1793,951109,VYDAJ,PREVOD NA UCET,5182.0,27106.2,SIPO,IJ,77564143.0
699327,2393,951109,VYDAJ,PREVOD NA UCET,4292.0,28357.9,SIPO,KL,70831024.0
3110308,10320,951109,PRIJEM,PREVOD Z UCTU,25973.0,60067.8,,AB,35140204.0
902936,3076,951109,VYDAJ,VYBER,1520.0,15503.7,,,
899220,3064,951109,VYDAJ,VYBER,3800.0,30187.6,,,
902837,3076,951109,VYDAJ,PREVOD NA UCET,2715.0,17023.7,SIPO,WX,67460548.0
15058,50,951109,VYDAJ,PREVOD NA UCET,7024.0,26291.7, ,UV,17270559.0
530684,1809,951109,VYDAJ,PREVOD NA UCET,6860.0,29222.7,POJISTNE,WX,80008905.0
528235,1802,951109,VYDAJ,PREVOD NA UCET,1112.0,24505.0,SIPO,UV,57112502.0
882540,3007,951109,VYDAJ,PREVOD NA UCET,1405.0,55002.9, ,KL,5890685.0
272162,931,951109,VYDAJ,PREVOD NA UCET,461.0,29199.6,POJISTNE,KL,13773954.0
306079,1044,951109,PRIJEM,VKLAD,500.0,500.0,,,
442669,1505,951109,VYDAJ,VYBER,6900.0,24154.6,,,
439760,1495,951109,VYDAJ,PREVOD NA UCET,670.0,78012.8, ,MN,97259157.0
227355,773,951109,VYDAJ,VYBER,5700.0,29503.8,SIPO,,0.0
228431,775,951109,VYDAJ,VYBER,1500.0,39824.3,,,
2789310,9236,951109,VYDAJ,PREVOD NA UCET,2276.0,31478.8, ,AB,10692495.0
292304,1000,951109,VYDAJ,PREVOD NA UCET,2852.0,69565.3,POJISTNE,OP,62838387.0
292232,1000,951109,VYDAJ,PREVOD NA UCET,1475.0,72417.3, ,CD,8467102.0
723397,2476,951109,VYDAJ,VYBER,2800.0,23209.1,,,
734879,2511,951109,PRIJEM,VKLAD,13397.0,54904.7,,,
841767,2865,951109,VYDAJ,PREVOD NA UCET,2.0,46276.2,POJISTNE,ST,96803217.0
626604,2140,951109,PRIJEM,PREVOD Z UCTU,3478.0,26439.3,,ST,56615853.0
1910816,6473,951109,PRIJEM,VKLAD,26461.0,49771.9,,,
583547,1986,951109,VYDAJ,PREVOD NA UCET,5451.0,24579.1,SIPO,ST,67953830.0
846900,2884,951109,VYDAJ,PREVOD NA UCET,3854.0,35119.9,SIPO,UV,41624492.0
206060,700,951109,VYDAJ,PREVOD NA UCET,1116.0,18625.9,SIPO,WX,21956253.0
