client_id,num_loans,loan_amount_total_usd,loan_amount_avg_usd,loan_amount_max_usd,loan_amount_min_usd,loan_duration_avg,loan_duration_max,loan_duration_min,loan_payment_avg_usd,loan_payment_max_usd,loan_payment_min_usd,loan_status_all,first_loan_date,last_loan_date,loan_id,car_loan,personal_loan,home_loan,business_loan
9930,1,3556.7999999999997,3556.7999999999997,3556.7999999999997,3556.7999999999997,24.0,24,24,148.2,148.2,148.2,A,961020,961020,6644,0,1,0,0
9995,1,2131.7999999999997,2131.7999999999997,2131.7999999999997,2131.7999999999997,60.0,60,60,35.53,35.53,35.53,C,960220,960220,6659,0,1,0,0
10023,1,3773.4,3773.4,3773.4,3773.4,60.0,60,60,62.89,62.89,62.89,C,970815,970815,6665,0,1,0,0
10040,1,5923.44,5923.44,5923.44,5923.44,24.0,24,24,246.81,246.81,246.81,A,960715,960715,6667,0,1,0,0
10043,1,2839.968,2839.968,2839.968,2839.968,36.0,36,36,78.88799999999999,78.88799999999999,78.88799999999999,A,940730,940730,6668,0,1,0,0
10075,1,9071.208,9071.208,9071.208,9071.208,36.0,36,36,251.97799999999998,251.97799999999998,251.97799999999998,C,971101,971101,6675,0,1,0,0
10090,1,3723.24,3723.24,3723.24,3723.24,60.0,60,60,62.053999999999995,62.053999999999995,62.053999999999995,C,970812,970812,6677,0,1,0,0
10209,1,327.408,327.408,327.408,327.408,24.0,24,24,13.642,13.642,13.642,C,970926,970926,6688,0,1,0,0
10275,1,3383.52,3383.52,3383.52,3383.52,60.0,60,60,56.391999999999996,56.391999999999996,56.391999999999996,C,940509,940509,6696,0,1,0,0
10282,1,9413.664,9413.664,9413.664,9413.664,48.0,48,48,196.118,196.118,196.118,C,960310,960310,6698,0,1,0,0
10459,1,800.736,800.736,800.736,800.736,24.0,24,24,33.364,33.364,33.364,A,940121,940121,6721,0,1,0,0
10475,1,10082.16,10082.16,10082.16,10082.16,36.0,36,36,280.06,280.06,280.06,A,950623,950623,6725,0,1,0,0
10479,1,3262.68,3262.68,3262.68,3262.68,60.0,60,60,54.378,54.378,54.378,C,950903,950903,6726,0,1,0,0
10528,1,6613.824,6613.824,6613.824,6613.824,48.0,48,48,137.78799999999998,137.78799999999998,137.78799999999998,C,960919,960919,6732,0,1,0,0
10543,1,6574.608,6574.608,6574.608,6574.608,36.0,36,36,182.628,182.628,182.628,C,960530,960530,6734,0,1,0,0
10566,1,8748.36,8748.36,8748.36,8748.36,36.0,36,36,243.01,243.01,243.01,B,940929,940929,6738,0,1,0,0
10654,1,7054.32,7054.32,7054.32,7054.32,60.0,60,60,117.572,117.572,117.572,C,980606,980606,6746,0,1,0,0
10662,1,9154.199999999999,9154.199999999999,9154.199999999999,9154.199999999999,60.0,60,60,152.57,152.57,152.57,C,981208,981208,6748,0,1,0,0
10714,1,2583.24,2583.24,2583.24,2583.24,12.0,12,12,215.26999999999998,215.26999999999998,215.26999999999998,A,970320,970320,6753,0,1,0,0
10746,1,6486.599999999999,6486.599999999999,6486.599999999999,6486.599999999999,60.0,60,60,108.11,108.11,108.11,C,980724,980724,6755,0,1,0,0
10813,1,3354.336,3354.336,3354.336,3354.336,48.0,48,48,69.882,69.882,69.882,C,970619,970619,6763,0,1,0,0
10818,1,1291.392,1291.392,1291.392,1291.392,48.0,48,48,26.904,26.904,26.904,C,950826,950826,6764,0,1,0,0
10828,1,2825.3759999999997,2825.3759999999997,2825.3759999999997,2825.3759999999997,24.0,24,24,117.724,117.724,117.724,C,980428,980428,6766,0,1,0,0
10987,1,2891.9519999999998,2891.9519999999998,2891.9519999999998,2891.9519999999998,24.0,24,24,120.49799999999999,120.49799999999999,120.49799999999999,C,980608,980608,6790,0,1,0,0
11093,1,7082.592,7082.592,7082.592,7082.592,48.0,48,48,147.554,147.554,147.554,C,960608,960608,6810,0,1,0,0
11105,1,3808.5119999999997,3808.5119999999997,3808.5119999999997,3808.5119999999997,48.0,48,48,79.344,79.344,79.344,D,960326,960326,6816,0,1,0,0
11114,1,2684.928,2684.928,2684.928,2684.928,48.0,48,48,55.936,55.936,55.936,C,961004,961004,6817,0,1,0,0
11126,1,1449.624,1449.624,1449.624,1449.624,12.0,12,12,120.80199999999999,120.80199999999999,120.80199999999999,A,931216,931216,6820,0,1,0,0
11195,1,7193.4,7193.4,7193.4,7193.4,60.0,60,60,119.89,119.89,119.89,C,940803,940803,6836,0,1,0,0
11252,1,609.216,609.216,609.216,609.216,48.0,48,48,12.692,12.692,12.692,C,981110,981110,6852,0,1,0,0
11266,1,1984.9679999999998,1984.9679999999998,1984.9679999999998,1984.9679999999998,36.0,36,36,55.138,55.138,55.138,C,980301,980301,6855,0,1,0,0
11329,1,4653.936,4653.936,4653.936,4653.936,24.0,24,24,193.914,193.914,193.914,C,980205,980205,6866,0,1,0,0
11337,1,3120.864,3120.864,3120.864,3120.864,24.0,24,24,130.036,130.036,130.036,C,981012,981012,6868,0,1,0,0
11362,1,7280.04,7280.04,7280.04,7280.04,60.0,60,60,121.334,121.334,121.334,C,980429,980429,6872,0,1,0,0
11371,1,3164.64,3164.64,3164.64,3164.64,48.0,48,48,65.92999999999999,65.92999999999999,65.92999999999999,C,970313,970313,6875,0,1,0,0
11461,1,1592.3519999999999,1592.3519999999999,1592.3519999999999,1592.3519999999999,12.0,12,12,132.696,132.696,132.696,A,940919,940919,6895,0,1,0,0
11516,1,7167.407999999999,7167.407999999999,7167.407999999999,7167.407999999999,24.0,24,24,298.642,298.642,298.642,C,970608,970608,6908,0,1,0,0
11596,1,3274.9919999999997,3274.9919999999997,3274.9919999999997,3274.9919999999997,12.0,12,12,272.916,272.916,272.916,A,961029,961029,6921,0,1,0,0
11683,1,8569.152,8569.152,8569.152,8569.152,48.0,48,48,178.524,178.524,178.524,C,980625,980625,6932,0,1,0,0
11701,1,12968.64,12968.64,12968.64,12968.64,60.0,60,60,216.144,216.144,216.144,C,970310,970310,6938,0,1,0,0
11709,1,8674.488,8674.488,8674.488,8674.488,36.0,36,36,240.958,240.958,240.958,C,961122,961122,6940,0,1,0,0
11713,1,696.312,696.312,696.312,696.312,12.0,12,12,58.025999999999996,58.025999999999996,58.025999999999996,A,970716,970716,6942,0,1,0,0
11754,1,1754.6879999999999,1754.6879999999999,1754.6879999999999,1754.6879999999999,48.0,48,48,36.556,36.556,36.556,C,961115,961115,6944,0,1,0,0
11855,1,2259.024,2259.024,2259.024,2259.024,24.0,24,24,94.12599999999999,94.12599999999999,94.12599999999999,C,971109,971109,6956,0,1,0,0
11857,1,2259.024,2259.024,2259.024,2259.024,24.0,24,24,94.12599999999999,94.12599999999999,94.12599999999999,D,970630,970630,6959,0,1,0,0
11906,1,3351.6,3351.6,3351.6,3351.6,36.0,36,36,93.1,93.1,93.1,C,980912,980912,6969,0,1,0,0
12050,1,5090.784,5090.784,5090.784,5090.784,48.0,48,48,106.05799999999999,106.05799999999999,106.05799999999999,C,960727,960727,6992,0,1,0,0
12079,1,3654.384,3654.384,3654.384,3654.384,12.0,12,12,304.532,304.532,304.532,A,960926,960926,6995,0,1,0,0
12133,1,11422.8,11422.8,11422.8,11422.8,60.0,60,60,190.38,190.38,190.38,C,970810,970810,7001,0,1,0,0
12144,1,12599.279999999999,12599.279999999999,12599.279999999999,12599.279999999999,60.0,60,60,209.988,209.988,209.988,C,950315,950315,7004,0,1,0,0
12303,1,723.672,723.672,723.672,723.672,36.0,36,36,20.102,20.102,20.102,C,960711,960711,7034,0,1,0,0
12308,1,8008.272,8008.272,8008.272,8008.272,36.0,36,36,222.452,222.452,222.452,C,980729,980729,7035,0,1,0,0
12328,1,8286.432,8286.432,8286.432,8286.432,48.0,48,48,172.634,172.634,172.634,C,980103,980103,7037,0,1,0,0
12378,1,11826.815999999999,11826.815999999999,11826.815999999999,11826.815999999999,48.0,48,48,246.392,246.392,246.392,C,970923,970923,7050,0,1,0,0
12464,1,8184.744,8184.744,8184.744,8184.744,36.0,36,36,227.35399999999998,227.35399999999998,227.35399999999998,B,940502,940502,7066,0,1,0,0
12468,1,5181.9839999999995,5181.9839999999995,5181.9839999999995,5181.9839999999995,24.0,24,24,215.916,215.916,215.916,C,980111,980111,7067,0,1,0,0
12599,1,4310.568,4310.568,4310.568,4310.568,36.0,36,36,119.738,119.738,119.738,C,980922,980922,7091,0,1,0,0
12643,1,13228.56,13228.56,13228.56,13228.56,60.0,60,60,220.476,220.476,220.476,C,971231,971231,7100,0,1,0,0
12662,1,15998.304,15998.304,15998.304,15998.304,48.0,48,48,333.298,333.298,333.298,C,961118,961118,7101,0,1,0,0
12738,1,3370.752,3370.752,3370.752,3370.752,48.0,48,48,70.224,70.224,70.224,C,970304,970304,7115,0,1,0,0
12750,1,3301.44,3301.44,3301.44,3301.44,12.0,12,12,275.12,275.12,275.12,A,970602,970602,7119,0,1,0,0
12754,1,833.112,833.112,833.112,833.112,36.0,36,36,23.142,23.142,23.142,A,931110,931110,7121,0,1,0,0
12756,1,9904.32,9904.32,9904.32,9904.32,36.0,36,36,275.12,275.12,275.12,D,970104,970104,7122,0,1,0,0
12802,1,7382.639999999999,7382.639999999999,7382.639999999999,7382.639999999999,60.0,60,60,123.044,123.044,123.044,C,980301,980301,7129,0,1,0,0
12810,1,4689.504,4689.504,4689.504,4689.504,24.0,24,24,195.396,195.396,195.396,A,961211,961211,7130,0,1,0,0
12840,1,2067.048,2067.048,2067.048,2067.048,36.0,36,36,57.418,57.418,57.418,C,960928,960928,7136,0,1,0,0
12850,1,889.656,889.656,889.656,889.656,12.0,12,12,74.138,74.138,74.138,C,980122,980122,7139,0,1,0,0
12908,1,5084.4,5084.4,5084.4,5084.4,24.0,24,24,211.85,211.85,211.85,C,980218,980218,7151,0,1,0,0
12943,1,15868.8,15868.8,15868.8,15868.8,60.0,60,60,264.48,264.48,264.48,C,961205,961205,7154,0,1,0,0
13071,1,7533.12,7533.12,7533.12,7533.12,24.0,24,24,313.88,313.88,313.88,A,950624,950624,7166,0,1,0,0
13089,1,10258.632,10258.632,10258.632,10258.632,36.0,36,36,284.962,284.962,284.962,C,980618,980618,7167,0,1,0,0
13098,1,1737.36,1737.36,1737.36,1737.36,12.0,12,12,144.78,144.78,144.78,C,980507,980507,7172,0,1,0,0
13134,1,7516.704,7516.704,7516.704,7516.704,24.0,24,24,313.19599999999997,313.19599999999997,313.19599999999997,C,971002,971002,7181,0,1,0,0
13172,1,918.84,918.84,918.84,918.84,60.0,60,60,15.314,15.314,15.314,C,971224,971224,7187,0,1,0,0
13405,1,2170.56,2170.56,2170.56,2170.56,48.0,48,48,45.22,45.22,45.22,C,970823,970823,7219,0,1,0,0
13417,1,5793.48,5793.48,5793.48,5793.48,60.0,60,60,96.55799999999999,96.55799999999999,96.55799999999999,C,980611,980611,7221,0,1,0,0
13447,1,7514.424,7514.424,7514.424,7514.424,36.0,36,36,208.734,208.734,208.734,A,940223,940223,7226,0,1,0,0
13468,1,711.36,711.36,711.36,711.36,60.0,60,60,11.856,11.856,11.856,C,970402,970402,7230,0,1,0,0
13480,1,4400.856,4400.856,4400.856,4400.856,36.0,36,36,122.246,122.246,122.246,C,961225,961225,7233,0,1,0,0
13556,1,1827.648,1827.648,1827.648,1827.648,24.0,24,24,76.152,76.152,76.152,C,971023,971023,7242,0,1,0,0
13576,1,8251.776,8251.776,8251.776,8251.776,36.0,36,36,229.216,229.216,229.216,A,951204,951204,7243,0,1,0,0
13603,1,2635.68,2635.68,2635.68,2635.68,48.0,48,48,54.91,54.91,54.91,A,940612,940612,7249,0,1,0,0
13657,1,4109.472,4109.472,4109.472,4109.472,36.0,36,36,114.152,114.152,114.152,A,940131,940131,7259,0,1,0,0
13750,1,14913.48,14913.48,14913.48,14913.48,60.0,60,60,248.558,248.558,248.558,C,961002,961002,7271,0,1,0,0
13820,1,5918.88,5918.88,5918.88,5918.88,24.0,24,24,246.62,246.62,246.62,C,971211,971211,7279,0,1,0,0
13971,1,4917.504,4917.504,4917.504,4917.504,24.0,24,24,204.896,204.896,204.896,A,961227,961227,7308,0,1,0,0
