client_id;account_id;disp_id;loan_id;status;amount;duration;payments
7843;6495;7843;6320;C;104964;12;8747.00
10828;8784;10520;6766;C;74352;24;3098.00
11362;9227;11054;6872;C;191580;60;3193.00
5468;4533;5468;5906;C;81144;36;2254.00
13098;10652;12790;7172;C;45720;12;3810.00
9569;7733;9261;6571;C;140064;24;5836.00
3800;3143;3800;5616;C;130896;24;5454.00
7787;6453;7787;6312;C;10944;36;304.00
8667;7181;8667;6470;C;49872;12;4156.00
1130;938;1130;5147;C;22260;60;371.00
3163;2622;3163;5501;C;136344;24;5681.00
8506;7049;8506;6436;C;495180;60;8253.00
4299;3562;4299;5699;C;174960;24;7290.00
2153;1776;2153;5313;C;43200;24;1800.00
7324;6061;7324;6234;C;5148;12;429.00
9555;7721;9247;6569;C;45456;12;3788.00
13290;10812;12982;7202;C;140688;48;2931.00
4182;3460;4182;5683;C;140688;48;2931.00
370;303;370;5034;C;112752;36;3132.00
2759;2279;2759;5435;C;314688;48;6556.00
4956;4116;4956;5815;C;151200;36;4200.00
3629;3005;3629;5589;C;390000;48;8125.00
10654;8639;10346;6746;C;185640;60;3094.00
10987;8919;10679;6790;C;76104;24;3171.00
11274;9159;10966;6857;C;69600;48;1450.00
8568;7099;8568;6450;C;234336;48;4882.00
13417;10915;13109;7221;C;152460;60;2541.00
3294;2728;3294;5527;C;156420;60;2607.00
3822;3161;3822;5620;C;30012;12;2501.00
7186;5944;7186;6215;C;78720;48;1640.00
13089;10644;12781;7167;C;269964;36;7499.00
4993;4144;4993;5823;C;212976;36;5916.00
7150;5912;7150;6207;C;184620;60;3077.00
11683;9491;11375;6932;C;225504;48;4698.00
4114;3403;4114;5669;C;71820;36;1995.00
1197;993;1197;5154;C;108720;60;1812.00
13090;10645;12782;7168;C;208332;36;5787.00
3608;2988;3608;5585;C;88608;12;7384.00
13276;10799;12968;7200;C;31140;60;519.00
9362;7559;9054;6539;C;12792;12;1066.00
4722;3916;4722;5774;C;96984;36;2694.00
8096;6706;8096;6357;C;64860;60;1081.00
403;330;403;5042;C;331584;48;6908.00
272;226;272;5015;C;109344;12;9112.00
2430;2000;2430;5354;C;290820;60;4847.00
6255;5180;6255;6054;C;58764;12;4897.00
13924;11328;13616;7295;C;280440;60;4674.00
2494;2055;2494;5365;C;271260;60;4521.00
10746;8713;10438;6755;C;170700;60;2845.00
5866;4858;5866;5991;D;335184;48;6983.00
12308;10005;12000;7035;C;210744;36;5854.00
5389;4467;5389;5893;C;86184;36;2394.00
13051;10613;12743;7164;C;249792;48;5204.00
2083;1718;2083;5304;C;172272;24;7178.00
3517;2910;3517;5561;C;437460;60;7291.00
3257;2699;3257;5520;C;231168;48;4816.00
1681;1389;1681;5241;C;125472;24;5228.00
12616;10257;12308;7096;C;37812;12;3151.00
6383;5283;6383;6078;C;170832;48;3559.00
426;349;426;5046;C;42816;12;3568.00
2277;1876;2277;5334;C;209040;24;8710.00
11906;9673;11598;6969;C;88200;36;2450.00
11130;9037;10822;6821;C;321936;48;6707.00
4656;3862;4656;5760;C;74916;36;2081.00
3793;3137;3793;5614;C;253560;60;4226.00
12599;10243;12291;7091;C;113436;36;3151.00
4291;3556;4291;5698;C;174840;60;2914.00
1282;1068;1282;5169;C;253200;60;4220.00
13923;11327;13615;7294;C;39168;24;1632.00
2190;1808;2190;5318;C;385584;48;8033.00
2514;2073;2514;5368;C;44640;24;1860.00
11609;9433;11301;6923;C;44640;24;1860.00
2915;2413;2915;5463;C;17952;12;1496.00
1816;1498;1816;5265;C;165780;60;2763.00
7855;6505;7855;6321;C;38496;12;3208.00
1594;1318;1594;5226;C;185544;36;5154.00
11337;9208;11029;6868;C;82128;24;3422.00
45;37;45;4967;D;318480;60;5308.00
2008;1656;2008;5293;C;189792;48;3954.00
5245;4354;5245;5865;C;327660;60;5461.00
5143;4268;5143;5841;C;41988;12;3499.00
3291;2725;3291;5526;C;69624;36;1934.00
11252;9140;10944;6852;C;16032;48;334.00
8666;7180;8666;6469;C;99744;24;4156.00
6892;5698;6892;6168;C;99216;36;2756.00
13912;11317;13604;7292;C;317460;60;5291.00
376;309;376;5036;C;91248;48;1901.00
3984;3293;3984;5644;C;276084;36;7669.00
11271;9156;10963;6856;C;163332;36;4537.00
2739;2262;2739;5428;C;230220;36;6395.00
333;276;333;5027;C;160920;36;4470.00
127;105;127;4989;C;352704;48;7348.00
1554;1284;1554;5221;C;52512;12;4376.00
8356;6922;8356;6402;C;139488;24;5812.00
2342;1928;2342;5346;C;55632;24;2318.00
10662;8645;10354;6748;C;240900;60;4015.00
