[2025-12-05 03:37:01] ✗✓ FALSE NEGATIVE | Customer: CUST_005537 | Cluster: 11 | Score: -178.49 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 60 | Acc: 26.67% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✗ TRUE NEGATIVE | Customer: CUST_002680 | Cluster: 11 | Score: -2909.43 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1127 | Acc: 30.79% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_002774 | Cluster: 11 | Score: -8640.53 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1128 | Acc: 30.76% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_005410 | Cluster: 11 | Score: -64.49 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.64 | Total: 1129 | Acc: 30.74% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✗ TRUE NEGATIVE | Customer: CUST_009436 | Cluster: 9 | Score: -51.02 | 6 similar: ['CUST_003441', 'CUST_009679', 'CUST_004452'] | Prob: 0.65 | Total: 1130 | Acc: 30.80% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_002694 | Cluster: 11 | Score: -6613.82 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1131 | Acc: 30.77% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✗ TRUE NEGATIVE | Customer: CUST_009493 | Cluster: 7 | Score: -17810.66 | 6 similar: ['CUST_009462', 'CUST_002422', 'CUST_002694'] | Prob: 0.70 | Total: 1132 | Acc: 30.83% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✗ TRUE NEGATIVE | Customer: CUST_009401 | Cluster: 11 | Score: -12077.91 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1133 | Acc: 30.89% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_002694 | Cluster: 11 | Score: -5696.82 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1134 | Acc: 30.86% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_002774 | Cluster: 11 | Score: -7364.74 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1135 | Acc: 30.84% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✗ TRUE NEGATIVE | Customer: CUST_009324 | Cluster: 11 | Score: -24555.98 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1136 | Acc: 30.90% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_002790 | Cluster: 11 | Score: -13165.39 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1137 | Acc: 30.87% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_009499 | Cluster: 11 | Score: -4048.78 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1138 | Acc: 30.84% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✗ TRUE NEGATIVE | Customer: CUST_005451 | Cluster: 11 | Score: -423.02 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1139 | Acc: 30.90% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_002740 | Cluster: 11 | Score: -1965.75 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1140 | Acc: 30.88% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_000117 | Cluster: 9 | Score: -7.71 | 6 similar: ['CUST_003441', 'CUST_009679', 'CUST_004452'] | Prob: 0.69 | Total: 1141 | Acc: 30.85% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_000117 | Cluster: 9 | Score: -6.93 | 6 similar: ['CUST_003441', 'CUST_009679', 'CUST_004452'] | Prob: 0.69 | Total: 1142 | Acc: 30.82% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✗ TRUE NEGATIVE | Customer: CUST_009462 | Cluster: 11 | Score: -6217.65 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1143 | Acc: 30.88% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_005331 | Cluster: 11 | Score: -271.11 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1144 | Acc: 30.86% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_000862 | Cluster: 11 | Score: -32.31 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.67 | Total: 1145 | Acc: 30.83% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✗ TRUE NEGATIVE | Customer: CUST_009499 | Cluster: 11 | Score: -3401.86 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1146 | Acc: 30.89% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✗ TRUE NEGATIVE | Customer: CUST_009401 | Cluster: 11 | Score: -12098.86 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1147 | Acc: 30.95% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_002680 | Cluster: 11 | Score: -4004.35 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1148 | Acc: 30.92% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✗ TRUE NEGATIVE | Customer: CUST_002663 | Cluster: 7 | Score: -146.17 | 6 similar: ['CUST_009462', 'CUST_002422', 'CUST_002694'] | Prob: 0.70 | Total: 1149 | Acc: 30.98% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_000862 | Cluster: 11 | Score: -25.64 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.67 | Total: 1150 | Acc: 30.96% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_009457 | Cluster: 11 | Score: -4194.98 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1151 | Acc: 30.93% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_002784 | Cluster: 11 | Score: -20188.60 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1152 | Acc: 30.90% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✗ TRUE NEGATIVE | Customer: CUST_009462 | Cluster: 11 | Score: -7236.81 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1153 | Acc: 30.96% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_000259 | Cluster: 11 | Score: -4421.52 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1154 | Acc: 30.94% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_009455 | Cluster: 9 | Score: -19778.20 | 6 similar: ['CUST_003441', 'CUST_009679', 'CUST_004452'] | Prob: 0.70 | Total: 1155 | Acc: 30.91% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_002680 | Cluster: 11 | Score: -3432.42 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1156 | Acc: 30.88% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_009457 | Cluster: 11 | Score: -3575.13 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1157 | Acc: 30.86% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✗ TRUE NEGATIVE | Customer: CUST_002694 | Cluster: 11 | Score: -4848.25 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1158 | Acc: 30.92% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_005396 | Cluster: 11 | Score: -3590.30 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1159 | Acc: 30.89% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:20] ✗✓ FALSE NEGATIVE | Customer: CUST_009436 | Cluster: 9 | Score: -71.01 | 6 similar: ['CUST_003441', 'CUST_009679', 'CUST_004452'] | Prob: 0.63 | Total: 1160 | Acc: 30.86% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✓ FALSE NEGATIVE | Customer: CUST_009438 | Cluster: 9 | Score: -92.73 | 6 similar: ['CUST_003441', 'CUST_009679', 'CUST_004452'] | Prob: 0.61 | Total: 1161 | Acc: 30.84% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✓ FALSE NEGATIVE | Customer: CUST_000259 | Cluster: 11 | Score: -5264.36 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1162 | Acc: 30.81% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✓ FALSE NEGATIVE | Customer: CUST_011325 | Cluster: 11 | Score: -20.15 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.68 | Total: 1163 | Acc: 30.78% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✓ FALSE NEGATIVE | Customer: CUST_002740 | Cluster: 11 | Score: -2359.23 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1164 | Acc: 30.76% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✗ TRUE NEGATIVE | Customer: CUST_002582 | Cluster: 9 | Score: -13166.23 | 6 similar: ['CUST_003441', 'CUST_009679', 'CUST_004452'] | Prob: 0.70 | Total: 1165 | Acc: 30.82% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✓ FALSE NEGATIVE | Customer: CUST_011331 | Cluster: 11 | Score: -4448.69 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1166 | Acc: 30.79% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✗ TRUE NEGATIVE | Customer: CUST_002774 | Cluster: 11 | Score: -7364.74 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1167 | Acc: 30.85% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✓ FALSE NEGATIVE | Customer: CUST_002694 | Cluster: 11 | Score: -5696.82 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1168 | Acc: 30.82% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✗ TRUE NEGATIVE | Customer: CUST_002790 | Cluster: 11 | Score: -11275.80 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1169 | Acc: 30.88% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✓ FALSE NEGATIVE | Customer: CUST_011325 | Cluster: 11 | Score: -19.93 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.68 | Total: 1170 | Acc: 30.85% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✓ FALSE NEGATIVE | Customer: CUST_005331 | Cluster: 11 | Score: -313.65 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1171 | Acc: 30.83% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✗ TRUE NEGATIVE | Customer: CUST_005410 | Cluster: 11 | Score: -55.22 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.64 | Total: 1172 | Acc: 30.89% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✓ FALSE NEGATIVE | Customer: CUST_009436 | Cluster: 9 | Score: -60.52 | 6 similar: ['CUST_003441', 'CUST_009679', 'CUST_004452'] | Prob: 0.64 | Total: 1173 | Acc: 30.86% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✓ FALSE NEGATIVE | Customer: CUST_005396 | Cluster: 11 | Score: -3008.37 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1174 | Acc: 30.83% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✗ TRUE NEGATIVE | Customer: CUST_009455 | Cluster: 9 | Score: -23218.98 | 6 similar: ['CUST_003441', 'CUST_009679', 'CUST_004452'] | Prob: 0.70 | Total: 1175 | Acc: 30.89% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✓ FALSE NEGATIVE | Customer: CUST_002680 | Cluster: 11 | Score: -4004.35 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1176 | Acc: 30.87% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✗ TRUE NEGATIVE | Customer: CUST_002582 | Cluster: 9 | Score: -13003.70 | 6 similar: ['CUST_003441', 'CUST_009679', 'CUST_004452'] | Prob: 0.70 | Total: 1177 | Acc: 30.93% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:21] ✗✗ TRUE NEGATIVE | Customer: CUST_009468 | Cluster: 11 | Score: -374.78 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1178 | Acc: 30.98% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:26] ✗✗ TRUE NEGATIVE | Customer: CUST_011379 | Cluster: 11 | Score: -254.87 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1179 | Acc: 31.04% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:26] ✗✓ FALSE NEGATIVE | Customer: CUST_011331 | Cluster: 11 | Score: -5248.05 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1180 | Acc: 31.02% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:26] ✗✓ FALSE NEGATIVE | Customer: CUST_002784 | Cluster: 11 | Score: -23423.45 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1181 | Acc: 30.99% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:26] ✗✓ FALSE NEGATIVE | Customer: CUST_009401 | Cluster: 11 | Score: -12056.81 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1182 | Acc: 30.96% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:26] ✗✓ FALSE NEGATIVE | Customer: CUST_011364 | Cluster: 11 | Score: -6359.60 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1183 | Acc: 30.94% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:26] ✗✗ TRUE NEGATIVE | Customer: CUST_005331 | Cluster: 11 | Score: -313.65 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1184 | Acc: 31.00% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:26] ✗✗ TRUE NEGATIVE | Customer: CUST_009290 | Cluster: 11 | Score: -26.56 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.67 | Total: 1185 | Acc: 31.05% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:26] ✗✓ FALSE NEGATIVE | Customer: CUST_005587 | Cluster: 11 | Score: -17065.77 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1186 | Acc: 31.03% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:26] ✗✗ TRUE NEGATIVE | Customer: CUST_011331 | Cluster: 11 | Score: -4427.55 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1187 | Acc: 31.09% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:26] ✗✓ FALSE NEGATIVE | Customer: CUST_005619 | Cluster: 11 | Score: -2973.26 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1188 | Acc: 31.06% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:26] ✗✓ FALSE NEGATIVE | Customer: CUST_002591 | Cluster: 11 | Score: -3178.40 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1189 | Acc: 31.03% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:26] ✗✓ FALSE NEGATIVE | Customer: CUST_002663 | Cluster: 7 | Score: -191.35 | 6 similar: ['CUST_009462', 'CUST_002422', 'CUST_002694'] | Prob: 0.70 | Total: 1190 | Acc: 31.01% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_011325 | Cluster: 11 | Score: -20.07 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.68 | Total: 1191 | Acc: 30.98% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_002582 | Cluster: 9 | Score: -12842.20 | 6 similar: ['CUST_003441', 'CUST_009679', 'CUST_004452'] | Prob: 0.70 | Total: 1192 | Acc: 30.96% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_011331 | Cluster: 11 | Score: -4448.69 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1193 | Acc: 30.93% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✗ TRUE NEGATIVE | Customer: CUST_009468 | Cluster: 11 | Score: -489.41 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1194 | Acc: 30.99% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_000259 | Cluster: 11 | Score: -6180.78 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1195 | Acc: 30.96% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_011379 | Cluster: 11 | Score: -255.85 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1196 | Acc: 30.94% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_002646 | Cluster: 11 | Score: -3027.48 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1197 | Acc: 30.91% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_009401 | Cluster: 11 | Score: -14477.44 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1198 | Acc: 30.88% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✗ TRUE NEGATIVE | Customer: CUST_009493 | Cluster: 7 | Score: -21140.74 | 6 similar: ['CUST_009462', 'CUST_002422', 'CUST_002694'] | Prob: 0.70 | Total: 1199 | Acc: 30.94% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_011379 | Cluster: 11 | Score: -255.85 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1200 | Acc: 30.92% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_011379 | Cluster: 11 | Score: -270.49 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1201 | Acc: 30.89% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✗ TRUE NEGATIVE | Customer: CUST_009324 | Cluster: 11 | Score: -28494.49 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1202 | Acc: 30.95% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✗ TRUE NEGATIVE | Customer: CUST_009311 | Cluster: 11 | Score: -15383.25 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1203 | Acc: 31.01% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✗ TRUE NEGATIVE | Customer: CUST_005396 | Cluster: 11 | Score: -3563.03 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1204 | Acc: 31.06% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_002784 | Cluster: 11 | Score: -26898.96 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1205 | Acc: 31.04% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_002646 | Cluster: 11 | Score: -3040.65 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1206 | Acc: 31.01% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_009401 | Cluster: 11 | Score: -12056.81 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1207 | Acc: 30.99% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✗ TRUE NEGATIVE | Customer: CUST_011366 | Cluster: 11 | Score: -28.38 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.67 | Total: 1208 | Acc: 31.04% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✗ TRUE NEGATIVE | Customer: CUST_011420 | Cluster: 11 | Score: -14661.77 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1209 | Acc: 31.10% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_002659 | Cluster: 11 | Score: -4807.85 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1210 | Acc: 31.07% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_011427 | Cluster: 11 | Score: -7226.97 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1211 | Acc: 31.05% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✗ TRUE NEGATIVE | Customer: CUST_009324 | Cluster: 11 | Score: -28268.18 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1212 | Acc: 31.11% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✗ TRUE NEGATIVE | Customer: CUST_002660 | Cluster: 9 | Score: -61.12 | 6 similar: ['CUST_003441', 'CUST_009679', 'CUST_004452'] | Prob: 0.64 | Total: 1213 | Acc: 31.16% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✗ TRUE NEGATIVE | Customer: CUST_005470 | Cluster: 11 | Score: -2849.74 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1214 | Acc: 31.22% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_011325 | Cluster: 11 | Score: -19.93 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.68 | Total: 1215 | Acc: 31.19% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✗ TRUE NEGATIVE | Customer: CUST_000632 | Cluster: 7 | Score: -25989.00 | 6 similar: ['CUST_009462', 'CUST_002422', 'CUST_002694'] | Prob: 0.70 | Total: 1216 | Acc: 31.25% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_009311 | Cluster: 11 | Score: -18497.92 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1217 | Acc: 31.22% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_005619 | Cluster: 11 | Score: -3673.68 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1218 | Acc: 31.20% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_002659 | Cluster: 11 | Score: -5802.78 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1219 | Acc: 31.17% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✗ TRUE NEGATIVE | Customer: CUST_011429 | Cluster: 11 | Score: -3615.20 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1220 | Acc: 31.23% | Prec: 0.00% | Rec: 0.00%
[2025-12-05 03:40:27] ✗✓ FALSE NEGATIVE | Customer: CUST_011364 | Cluster: 11 | Score: -7629.77 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 1221 | Acc: 31.20% | Prec: 0.00% | Rec: 0.00%
