"account_id","num_loans","loan_amount_total_usd","loan_amount_avg_usd","loan_duration_avg","loan_payment_avg_usd","first_loan_date","last_loan_date","loan_status","time","diff"
"4293","1","6239.447999999999","6239.447999999999","36.0","173.31799999999998","970522","970522","C","1763192081694","1"
"6649","1","3809.88","3809.88","60.0","63.498","970522","970522","C","1763192081694","1"
"38","1","4207.968","4207.968","48.0","87.666","980419","980419","C","1763192081694","1"
"4259","1","3026.016","3026.016","24.0","126.084","940827","940827","A","1763192081694","1"
"6265","1","3319.68","3319.68","24.0","138.32","970610","970610","C","1763192081694","1"
"5927","1","3314.208","3314.208","48.0","69.04599999999999","940606","940606","B","1763192081694","1"
"5001","1","4184.256","4184.256","24.0","174.344","961109","961109","A","1763192081694","1"
"10068","1","2956.7039999999997","2956.7039999999997","12.0","246.392","970728","970728","A","1763192081694","1"
"8260","1","8534.952","8534.952","36.0","237.082","940825","940825","A","1763192081694","1"
"11027","1","1827.648","1827.648","24.0","76.152","971023","971023","C","1763192081694","1"
"6505","1","1462.848","1462.848","12.0","121.904","981008","981008","C","1763192081694","1"
"4803","1","2247.168","2247.168","48.0","46.815999999999995","970225","970225","C","1763192081694","1"
"4533","1","3083.4719999999998","3083.4719999999998","36.0","85.652","980505","980505","C","1763192081694","1"
"9201","1","4653.936","4653.936","24.0","193.914","980205","980205","C","1763192081694","1"
"4448","1","7324.272","7324.272","36.0","203.452","941003","941003","A","1763192081694","1"
"9235","1","3164.64","3164.64","48.0","65.92999999999999","970313","970313","C","1763192081694","1"
"2000","1","11051.16","11051.16","60.0","184.186","980714","980714","C","1763192081694","1"
"1906","1","1708.176","1708.176","24.0","71.17399999999999","971008","971008","C","1763192081694","1"
"5428","1","6640.272","6640.272","24.0","276.678","930924","930924","B","1763192081694","1"
"6273","1","3319.68","3319.68","24.0","138.32","940607","940607","A","1763192081694","1"
"3084","1","9633.456","9633.456","36.0","267.596","960828","960828","D","1763192081694","1"
"8523","1","3535.368","3535.368","12.0","294.614","980215","980215","C","1763192081694","1"
"5735","1","11046.6","11046.6","60.0","184.10999999999999","960221","960221","D","1763192081694","1"
"10215","1","1683.552","1683.552","24.0","70.148","970220","970220","C","1763192081694","1"
"2361","1","5953.536","5953.536","36.0","165.376","950401","950401","A","1763192081694","1"
"2245","1","13222.176","13222.176","48.0","275.462","950116","950116","C","1763192081694","1"
"6472","1","1640.232","1640.232","12.0","136.686","950206","950206","A","1763192081694","1"
"3862","1","2846.808","2846.808","36.0","79.078","980918","980918","C","1763192081694","1"
"10079","1","6349.8","6349.8","60.0","105.83","940406","940406","C","1763192081694","1"
"4081","1","5240.352","5240.352","24.0","218.34799999999998","951128","951128","B","1763192081694","1"
"10445","1","889.656","889.656","12.0","74.138","980122","980122","C","1763192081694","1"
"4858","1","12736.992","12736.992","48.0","265.354","980727","980727","D","1763192081694","1"
"2165","1","2986.7999999999997","2986.7999999999997","24.0","124.45","970822","970822","C","1763192081694","1"
"9024","1","2684.928","2684.928","48.0","55.936","961004","961004","C","1763192081694","1"
"9491","1","8569.152","8569.152","48.0","178.524","980625","980625","C","1763192081694","1"
"10364","1","833.112","833.112","36.0","23.142","931110","931110","A","1763192081694","1"
"442","1","13597.92","13597.92","48.0","283.29","970710","970710","D","1763192081694","1"
"7594","1","4957.632","4957.632","48.0","103.28399999999999","971211","971211","C","1763192081694","1"
"4626","1","1267.224","1267.224","12.0","105.602","970618","970618","A","1763192081694","1"
"4995","1","4901.544","4901.544","36.0","136.154","960203","960203","D","1763192081694","1"
"7099","1","8904.768","8904.768","48.0","185.516","980610","980610","C","1763192081694","1"
"9591","1","3979.056","3979.056","24.0","165.79399999999998","950411","950411","A","1763192081694","1"
"4320","1","1951.68","1951.68","12.0","162.64","970809","970809","B","1763192081694","1"
"5724","1","8837.28","8837.28","48.0","184.10999999999999","970108","970108","C","1763192081694","1"
"5774","1","1184.6879999999999","1184.6879999999999","24.0","49.362","951128","951128","A","1763192081694","1"
"2516","1","17731.104","17731.104","48.0","369.39799999999997","970613","970613","C","1763192081694","1"
"5215","1","555.864","555.864","12.0","46.321999999999996","940804","940804","A","1763192081694","1"
"11096","1","8105.4","8105.4","60.0","135.09","970609","970609","C","1763192081694","1"
"7133","1","1849.536","1849.536","36.0","51.376","941106","941106","A","1763192081694","1"
"10439","1","5759.28","5759.28","24.0","239.97","940603","940603","A","1763192081694","1"
"6034","1","17651.76","17651.76","60.0","294.19599999999997","931201","931201","B","1763192081694","1"
"8051","1","7916.16","7916.16","48.0","164.92","940601","940601","A","1763192081694","1"
"3143","1","4974.048","4974.048","24.0","207.25199999999998","980515","980515","C","1763192081694","1"
"6856","1","4725.072","4725.072","36.0","131.252","970430","970430","C","1763192081694","1"
"4268","1","1595.5439999999999","1595.5439999999999","12.0","132.962","981104","981104","C","1763192081694","1"
"9631","1","2259.024","2259.024","24.0","94.12599999999999","971109","971109","C","1763192081694","1"
"5891","1","2476.9919999999997","2476.9919999999997","12.0","206.416","940418","940418","A","1763192081694","1"
"4413","1","8408.64","8408.64","48.0","175.18","950208","950208","C","1763192081694","1"
"3967","1","3214.7999999999997","3214.7999999999997","36.0","89.3","970329","970329","D","1763192081694","1"
"3005","1","14820.0","14820.0","48.0","308.75","980605","980605","C","1763192081694","1"
"9241","1","10839.119999999999","10839.119999999999","60.0","180.652","970619","970619","C","1763192081694","1"
"9037","1","12233.568","12233.568","48.0","254.86599999999999","980915","980915","C","1763192081694","1"
"1318","1","7050.672","7050.672","36.0","195.852","981011","981011","C","1763192081694","1"
"7262","1","2783.88","2783.88","60.0","46.397999999999996","970210","970210","C","1763192081694","1"
"9140","1","609.216","609.216","48.0","12.692","981110","981110","C","1763192081694","1"
"1583","1","14763.456","14763.456","48.0","307.572","960824","960824","D","1763192081694","1"
"11244","1","5918.88","5918.88","24.0","246.62","971211","971211","C","1763192081694","1"
"7733","1","5322.432","5322.432","24.0","221.768","980512","980512","C","1763192081694","1"
"4585","1","2456.928","2456.928","48.0","51.186","961010","961010","C","1763192081694","1"
"8713","1","6486.599999999999","6486.599999999999","60.0","108.11","980724","980724","C","1763192081694","1"
"9640","1","2903.808","2903.808","24.0","120.99199999999999","950111","950111","A","1763192081694","1"
"3664","1","10320.192","10320.192","48.0","215.004","970920","970920","C","1763192081694","1"
"1603","1","2999.5679999999998","2999.5679999999998","12.0","249.964","940206","940206","A","1763192081694","1"
"3834","1","875.976","875.976","12.0","72.998","940928","940928","A","1763192081694","1"
"319","1","14022.0","14022.0","60.0","233.7","970711","970711","C","1763192081694","1"
"8073","1","1874.1599999999999","1874.1599999999999","12.0","156.18","940217","940217","B","1763192081694","1"
"9513","1","696.312","696.312","12.0","58.025999999999996","970716","970716","A","1763192081694","1"
"472","1","7478.4","7478.4","24.0","311.59999999999997","970428","970428","D","1763192081694","1"
"8381","1","12678.624","12678.624","48.0","264.138","970725","970725","D","1763192081694","1"
"2413","1","682.1759999999999","682.1759999999999","12.0","56.848","981006","981006","C","1763192081694","1"
"8169","1","3723.24","3723.24","60.0","62.053999999999995","970812","970812","C","1763192081694","1"
"9928","1","3394.92","3394.92","60.0","56.582","960802","960802","C","1763192081694","1"
"9167","1","10344.36","10344.36","60.0","172.406","980307","980307","C","1763192081694","1"
"2134","1","871.4159999999999","871.4159999999999","36.0","24.206","970317","970317","C","1763192081694","1"
"3455","1","2563.632","2563.632","12.0","213.636","970307","970307","A","1763192081694","1"
"5228","1","6604.704","6604.704","24.0","275.19599999999997","940711","940711","A","1763192081694","1"
"9833","1","3710.016","3710.016","12.0","309.168","940521","940521","A","1763192081694","1"
"11328","1","10656.72","10656.72","60.0","177.612","980718","980718","C","1763192081694","1"
"10940","1","7514.424","7514.424","36.0","208.734","940223","940223","A","1763192081694","1"
"2064","1","3177.864","3177.864","36.0","88.274","970826","970826","C","1763192081694","1"
"7454","1","2405.8559999999998","2405.8559999999998","48.0","50.122","940526","940526","A","1763192081694","1"
"9208","1","3120.864","3120.864","24.0","130.036","981012","981012","C","1763192081694","1"
"6902","1","1874.1599999999999","1874.1599999999999","36.0","52.059999999999995","971221","971221","C","1763192081694","1"
"2142","1","886.4639999999999","886.4639999999999","12.0","73.872","980307","980307","C","1763192081694","1"
"4415","1","2813.52","2813.52","12.0","234.46","970401","970401","A","1763192081694","1"
"9656","1","5302.3679999999995","5302.3679999999995","24.0","220.932","950613","950613","A","1763192081694","1"
"1819","1","5459.688","5459.688","36.0","151.658","980111","980111","C","1763192081694","1"
"9353","1","7167.407999999999","7167.407999999999","24.0","298.642","970608","970608","C","1763192081694","1"
"5313","1","11425.08","11425.08","60.0","190.418","940227","940227","C","1763192081694","1"
"5442","1","6640.272","6640.272","24.0","276.678","940617","940617","B","1763192081694","1"
"349","1","1627.008","1627.008","12.0","135.584","980909","980909","C","1763192081694","1"
"5133","1","2168.2799999999997","2168.2799999999997","12.0","180.69","980127","980127","C","1763192081694","1"
"1270","1","2841.336","2841.336","36.0","78.926","970701","970701","C","1763192081694","1"
"8327","1","9413.664","9413.664","48.0","196.118","960310","960310","C","1763192081694","1"
"3037","1","10559.592","10559.592","36.0","293.322","960418","960418","D","1763192081694","1"
"7926","1","3196.56","3196.56","24.0","133.19","960922","960922","A","1763192081694","1"
"3747","1","2902.44","2902.44","12.0","241.87","950102","950102","A","1763192081694","1"
"1389","1","4767.936","4767.936","24.0","198.664","980902","980902","C","1763192081694","1"
"10019","1","7407.72","7407.72","36.0","205.76999999999998","960925","960925","C","1763192081694","1"
"7424","1","1150.488","1150.488","12.0","95.874","971208","971208","A","1763192081694","1"
"6363","1","665.304","665.304","12.0","55.442","941025","941025","A","1763192081694","1"
"525","1","7994.592","7994.592","48.0","166.554","970716","970716","C","1763192081694","1"
"11186","1","14913.48","14913.48","60.0","248.558","961002","961002","C","1763192081694","1"
"7418","1","1150.488","1150.488","12.0","95.874","960429","960429","B","1763192081694","1"
"5181","1","15166.56","15166.56","60.0","252.77599999999998","970428","970428","C","1763192081694","1"
"4994","1","9820.872","9820.872","36.0","272.802","960803","960803","C","1763192081694","1"
"10650","1","7456.512","7456.512","48.0","155.344","980224","980224","C","1763192081694","1"
"2345","1","7587.84","7587.84","60.0","126.464","941211","941211","C","1763192081694","1"
"7542","1","22451.16","22451.16","60.0","374.186","971019","971019","C","1763192081694","1"
"1242","1","4884.672","4884.672","24.0","203.528","970907","970907","C","1763192081694","1"
"10243","1","4310.568","4310.568","36.0","119.738","980922","980922","C","1763192081694","1"
"825","1","2016.888","2016.888","12.0","168.07399999999998","970202","970202","A","1763192081694","1"
"347","1","7114.512","7114.512","24.0","296.438","950501","950501","B","1763192081694","1"
"1480","1","4685.4","4685.4","36.0","130.15","980119","980119","C","1763192081694","1"
"4079","1","6041.088","6041.088","48.0","125.856","950405","950405","C","1763192081694","1"
"9869","1","12599.279999999999","12599.279999999999","60.0","209.988","950315","950315","C","1763192081694","1"
"314","1","2539.92","2539.92","24.0","105.83","970503","970503","C","1763192081694","1"
"817","1","20463.0","20463.0","60.0","341.05","950217","950217","C","1763192081694","1"
"4337","1","1953.504","1953.504","24.0","81.396","941208","941208","A","1763192081694","1"
"110","1","6177.888","6177.888","36.0","171.608","970908","970908","C","1763192081694","1"
"10005","1","8008.272","8008.272","36.0","222.452","980729","980729","C","1763192081694","1"
"8320","1","11767.08","11767.08","60.0","196.118","970604","970604","C","1763192081694","1"
"10361","1","3301.44","3301.44","12.0","275.12","970602","970602","A","1763192081694","1"
"10884","1","4314.672","4314.672","36.0","119.852","960213","960213","C","1763192081694","1"
"1876","1","7943.5199999999995","7943.5199999999995","24.0","330.98","980910","980910","C","1763192081694","1"
"5283","1","6491.616","6491.616","48.0","135.242","980909","980909","C","1763192081694","1"
"2018","1","1463.76","1463.76","12.0","121.98","970121","970121","A","1763192081694","1"
"1762","1","9429.624","9429.624","36.0","261.93399999999997","950428","950428","A","1763192081694","1"
"9583","1","3979.056","3979.056","24.0","165.79399999999998","951212","951212","A","1763192081694","1"
"8533","1","6613.824","6613.824","48.0","137.78799999999998","960919","960919","C","1763192081694","1"
"9510","1","8674.488","8674.488","36.0","240.958","961122","961122","C","1763192081694","1"
"6434","1","4185.168","4185.168","24.0","174.382","961111","961111","A","1763192081694","1"
"2936","1","19152.0","19152.0","60.0","319.2","980120","980120","C","1763192081694","1"
"7559","1","486.096","486.096","12.0","40.507999999999996","980711","980711","C","1763192081694","1"
"960","1","7184.28","7184.28","60.0","119.738","950524","950524","C","1763192081694","1"
"105","1","13402.752","13402.752","48.0","279.224","981205","981205","C","1763192081694","1"
"10789","1","1739.184","1739.184","12.0","144.932","971209","971209","A","1763192081694","1"
"5912","1","7015.5599999999995","7015.5599999999995","60.0","116.926","980623","980623","C","1763192081694","1"
"4099","1","1590.528","1590.528","48.0","33.135999999999996","970731","970731","C","1763192081694","1"
"9263","1","1503.888","1503.888","12.0","125.324","970508","970508","A","1763192081694","1"
"103","1","10082.16","10082.16","36.0","280.06","971206","971206","D","1763192081694","1"
"1766","1","1142.28","1142.28","60.0","19.038","960615","960615","C","1763192081694","1"
"11349","1","15955.44","15955.44","60.0","265.924","951029","951029","C","1763192081694","1"
"9225","1","6241.728","6241.728","48.0","130.036","970413","970413","C","1763192081694","1"
"6040","1","445.96799999999996","445.96799999999996","24.0","18.582","941002","941002","A","1763192081694","1"
"9179","1","8171.5199999999995","8171.5199999999995","60.0","136.192","980228","980228","C","1763192081694","1"
"11271","1","2558.16","2558.16","36.0","71.06","970131","970131","C","1763192081694","1"
"1068","1","9621.6","9621.6","60.0","160.35999999999999","980924","980924","C","1763192081694","1"
"5541","1","1240.32","1240.32","48.0","25.84","960718","960718","C","1763192081694","1"
"718","1","2923.872","2923.872","12.0","243.656","970820","970820","A","1763192081694","1"
"6440","1","1313.7359999999999","1313.7359999999999","12.0","109.478","970617","970617","A","1763192081694","1"
"5196","1","3033.312","3033.312","12.0","252.77599999999998","971228","971228","A","1763192081694","1"
"1527","1","6233.976","6233.976","36.0","173.166","941119","941119","B","1763192081694","1"
"3418","1","7876.032","7876.032","48.0","164.084","970610","970610","C","1763192081694","1"
"7861","1","830.376","830.376","36.0","23.066","951008","951008","A","1763192081694","1"
"11359","1","2052.912","2052.912","12.0","171.076","960806","960806","A","1763192081694","1"
"9790","1","5090.784","5090.784","48.0","106.05799999999999","960727","960727","C","1763192081694","1"
"4948","1","13670.88","13670.88","60.0","227.84799999999998","961115","961115","C","1763192081694","1"
"8982","1","8659.44","8659.44","36.0","240.54","941012","941012","A","1763192081694","1"
"5385","1","5674.92","5674.92","60.0","94.582","940407","940407","C","1763192081694","1"
"7123","1","1786.608","1786.608","12.0","148.884","931209","931209","A","1763192081694","1"
"8027","1","2950.3199999999997","2950.3199999999997","12.0","245.85999999999999","940605","940605","A","1763192081694","1"
"4423","1","2805.768","2805.768","36.0","77.938","951031","951031","A","1763192081694","1"
"9030","1","5913.407999999999","5913.407999999999","48.0","123.196","961212","961212","C","1763192081694","1"
"4427","1","3337.008","3337.008","12.0","278.084","940926","940926","A","1763192081694","1"
"3166","1","6754.272","6754.272","48.0","140.714","950103","950103","D","1763192081694","1"
"7745","1","2946.672","2946.672","36.0","81.852","971220","971220","C","1763192081694","1"
"1808","1","14652.192","14652.192","48.0","305.254","980930","980930","C","1763192081694","1"
"8085","1","9895.199999999999","9895.199999999999","60.0","164.92","971017","971017","D","1763192081694","1"
"8505","1","1627.92","1627.92","12.0","135.66","971210","971210","A","1763192081694","1"
"10280","1","13228.56","13228.56","60.0","220.476","971231","971231","C","1763192081694","1"
"10493","1","5084.4","5084.4","24.0","211.85","980218","980218","C","1763192081694","1"
"3112","1","4682.208","4682.208","48.0","97.54599999999999","960224","960224","C","1763192081694","1"
"3137","1","9635.28","9635.28","60.0","160.588","980921","980921","C","1763192081694","1"
"11231","1","3392.64","3392.64","12.0","282.71999999999997","971024","971024","A","1763192081694","1"
"3906","1","12715.56","12715.56","60.0","211.926","980308","980308","C","1763192081694","1"
"4342","1","3804.864","3804.864","24.0","158.536","971209","971209","C","1763192081694","1"
"5698","1","3770.208","3770.208","36.0","104.728","981121","981121","C","1763192081694","1"
"5445","1","2990.448","2990.448","36.0","83.068","971001","971001","C","1763192081694","1"
"3907","1","5086.224","5086.224","24.0","211.926","980316","980316","C","1763192081694","1"
"501","1","9993.24","9993.24","60.0","166.554","961024","961024","C","1763192081694","1"
"173","1","3982.7039999999997","3982.7039999999997","12.0","331.892","940531","940531","A","1763192081694","1"
"9828","1","4810.8","4810.8","24.0","200.45","950413","950413","A","1763192081694","1"
"10436","1","2067.048","2067.048","36.0","57.418","960928","960928","C","1763192081694","1"
"3460","1","5346.144","5346.144","48.0","111.378","980529","980529","C","1763192081694","1"
"7401","1","3076.176","3076.176","24.0","128.174","940105","940105","A","1763192081694","1"
"2236","1","5299.632","5299.632","36.0","147.212","960926","960926","D","1763192081694","1"
"9750","1","5765.664","5765.664","48.0","120.118","950211","950211","D","1763192081694","1"
"2262","1","8748.36","8748.36","36.0","243.01","981202","981202","C","1763192081694","1"
"5164","1","849.528","849.528","36.0","23.598","980323","980323","C","1763192081694","1"
"9017","1","3808.5119999999997","3808.5119999999997","48.0","79.344","960326","960326","D","1763192081694","1"
"6701","1","3625.2","3625.2","36.0","100.7","931208","931208","A","1763192081694","1"
"7721","1","1727.328","1727.328","12.0","143.944","980528","980528","C","1763192081694","1"
"8261","1","3337.92","3337.92","24.0","139.07999999999998","930913","930913","A","1763192081694","1"
"339","1","17786.28","17786.28","60.0","296.438","971225","971225","C","1763192081694","1"
"9307","1","1592.3519999999999","1592.3519999999999","12.0","132.696","940919","940919","A","1763192081694","1"
"1638","1","2440.5119999999997","2440.5119999999997","24.0","101.688","980126","980126","C","1763192081694","1"
"5794","1","4696.8","4696.8","60.0","78.28","960506","960506","C","1763192081694","1"
"9646","1","10604.735999999999","10604.735999999999","48.0","220.932","980402","980402","C","1763192081694","1"
"9814","1","3654.384","3654.384","12.0","304.532","960926","960926","A","1763192081694","1"
"276","1","6114.96","6114.96","36.0","169.85999999999999","981202","981202","C","1763192081694","1"
"10404","1","7382.639999999999","7382.639999999999","60.0","123.044","980301","980301","C","1763192081694","1"
"2994","1","1852.272","1852.272","36.0","51.452","960914","960914","C","1763192081694","1"
"6148","1","2270.88","2270.88","24.0","94.62","941104","941104","A","1763192081694","1"
"9645","1","6693.624","6693.624","36.0","185.934","960606","960606","C","1763192081694","1"
"1166","1","5663.5199999999995","5663.5199999999995","48.0","117.99","940207","940207","A","1763192081694","1"
"10645","1","7916.616","7916.616","36.0","219.906","980705","980705","C","1763192081694","1"
"10297","1","15998.304","15998.304","48.0","333.298","961118","961118","C","1763192081694","1"
"846","1","7109.952","7109.952","24.0","296.248","960728","960728","A","1763192081694","1"
"8159","1","1131.792","1131.792","24.0","47.158","950613","950613","A","1763192081694","1"
"3189","1","8442.84","8442.84","60.0","140.714","961215","961215","D","1763192081694","1"
"8776","1","1291.392","1291.392","48.0","26.904","950826","950826","C","1763192081694","1"
"3329","1","731.424","731.424","12.0","60.952","971208","971208","A","1763192081694","1"
"10963","1","4400.856","4400.856","36.0","122.246","961225","961225","C","1763192081694","1"
"6985","1","3677.1839999999997","3677.1839999999997","36.0","102.14399999999999","960725","960725","C","1763192081694","1"
"3859","1","11673.6","11673.6","60.0","194.56","970502","970502","D","1763192081694","1"
"8492","1","3262.68","3262.68","60.0","54.378","950903","950903","C","1763192081694","1"
"9403","1","4593.744","4593.744","36.0","127.604","940805","940805","A","1763192081694","1"
"1106","1","7316.976","7316.976","24.0","304.87399999999997","941112","941112","B","1763192081694","1"
"7765","1","1063.392","1063.392","12.0","88.616","951211","951211","A","1763192081694","1"
"4725","1","6394.032","6394.032","36.0","177.612","971104","971104","C","1763192081694","1"
"5270","1","3025.104","3025.104","24.0","126.04599999999999","931122","931122","A","1763192081694","1"
"10663","1","9881.064","9881.064","36.0","274.474","951028","951028","A","1763192081694","1"
"4999","1","6276.384","6276.384","36.0","174.344","970518","970518","C","1763192081694","1"
"1928","1","2114.016","2114.016","24.0","88.084","981206","981206","C","1763192081694","1"
"7052","1","2430.936","2430.936","36.0","67.526","971109","971109","D","1763192081694","1"
"6083","1","13712.832","13712.832","48.0","285.68399999999997","970928","970928","D","1763192081694","1"
"2176","1","11365.344","11365.344","36.0","315.704","940730","940730","B","1763192081694","1"
"10440","1","2280.0","2280.0","60.0","38.0","950703","950703","C","1763192081694","1"
"9493","1","7170.144","7170.144","48.0","149.378","950909","950909","C","1763192081694","1"
"10063","1","8870.112","8870.112","36.0","246.392","970624","970624","C","1763192081694","1"
"2545","1","16293.792","16293.792","48.0","339.454","980213","980213","C","1763192081694","1"
"5180","1","2233.032","2233.032","12.0","186.08599999999998","980716","980716","C","1763192081694","1"
"1093","1","14633.952","14633.952","48.0","304.87399999999997","970613","970613","C","1763192081694","1"
"8321","1","3383.52","3383.52","60.0","56.391999999999996","940509","940509","C","1763192081694","1"
"7607","1","1205.664","1205.664","24.0","50.236","950327","950327","A","1763192081694","1"
"10202","1","11606.112","11606.112","48.0","241.79399999999998","970619","970619","C","1763192081694","1"
"2910","1","16623.48","16623.48","60.0","277.058","980829","980829","C","1763192081694","1"
"11065","1","2635.68","2635.68","48.0","54.91","940612","940612","A","1763192081694","1"
"7890","1","3015.072","3015.072","48.0","62.814","971014","971014","C","1763192081694","1"
"4447","1","7324.272","7324.272","36.0","203.452","961031","961031","C","1763192081694","1"
"3916","1","3685.392","3685.392","36.0","102.372","980712","980712","C","1763192081694","1"
"4618","1","2534.448","2534.448","24.0","105.602","970317","970317","D","1763192081694","1"
"4981","1","6814.464","6814.464","48.0","141.968","961128","961128","C","1763192081694","1"
"10233","1","9088.08","9088.08","60.0","151.468","970503","970503","C","1763192081694","1"
"8127","1","5923.44","5923.44","24.0","246.81","960715","960715","A","1763192081694","1"
"5120","1","12291.936","12291.936","48.0","256.082","940810","940810","A","1763192081694","1"
"2486","1","931.608","931.608","12.0","77.634","940110","940110","A","1763192081694","1"
"10001","1","723.672","723.672","36.0","20.102","960711","960711","C","1763192081694","1"
"10022","1","8286.432","8286.432","48.0","172.634","980103","980103","C","1763192081694","1"
"5572","1","5353.44","5353.44","60.0","89.224","980419","980419","C","1763192081694","1"
"5742","1","8837.28","8837.28","48.0","184.10999999999999","951216","951216","C","1763192081694","1"
