client_id,num_cards,num_classic_cards,num_junior_cards,num_gold_cards,gold_card,classic_card,junior_card,earliest_card_issue,latest_card_issue,card_id
3943,1,1,0,0,0,1,0,970505 00:00:00,970505 00:00:00,616
3959,1,1,0,0,0,1,0,980917 00:00:00,980917 00:00:00,620
3987,1,1,0,0,0,1,0,970717 00:00:00,970717 00:00:00,625
3992,1,1,0,0,0,1,0,981130 00:00:00,981130 00:00:00,626
3994,1,1,0,0,0,1,0,980705 00:00:00,980705 00:00:00,627
4007,1,1,0,0,0,1,0,970811 00:00:00,970811 00:00:00,628
4019,1,1,0,0,0,1,0,980918 00:00:00,980918 00:00:00,630
4078,1,1,0,0,0,1,0,971012 00:00:00,971012 00:00:00,633
4083,1,1,0,0,0,1,0,981229 00:00:00,981229 00:00:00,635
4112,1,1,0,0,0,1,0,980523 00:00:00,980523 00:00:00,639
4115,1,1,0,0,0,1,0,980714 00:00:00,980714 00:00:00,640
4116,1,1,0,0,0,1,0,960618 00:00:00,960618 00:00:00,641
4157,1,1,0,0,0,1,0,980304 00:00:00,980304 00:00:00,643
4165,1,1,0,0,0,1,0,980605 00:00:00,980605 00:00:00,644
4166,1,1,0,0,0,1,0,980517 00:00:00,980517 00:00:00,645
4167,1,1,0,0,0,1,0,980617 00:00:00,980617 00:00:00,646
4190,1,1,0,0,0,1,0,980529 00:00:00,980529 00:00:00,649
4194,1,1,0,0,0,1,0,971026 00:00:00,971026 00:00:00,650
4211,1,1,0,0,0,1,0,950616 00:00:00,950616 00:00:00,652
4212,1,1,0,0,0,1,0,980916 00:00:00,980916 00:00:00,653
4230,1,1,0,0,0,1,0,981221 00:00:00,981221 00:00:00,654
4235,1,1,0,0,0,1,0,971008 00:00:00,971008 00:00:00,656
4251,1,1,0,0,0,1,0,941225 00:00:00,941225 00:00:00,658
4258,1,1,0,0,0,1,0,980108 00:00:00,980108 00:00:00,659
4270,1,1,0,0,0,1,0,950703 00:00:00,950703 00:00:00,661
4293,1,1,0,0,0,1,0,950509 00:00:00,950509 00:00:00,662
4295,1,1,0,0,0,1,0,970806 00:00:00,970806 00:00:00,663
4316,1,1,0,0,0,1,0,971022 00:00:00,971022 00:00:00,664
4318,1,1,0,0,0,1,0,970324 00:00:00,970324 00:00:00,665
4333,1,1,0,0,0,1,0,970131 00:00:00,970131 00:00:00,667
4340,1,1,0,0,0,1,0,970114 00:00:00,970114 00:00:00,668
4341,1,1,0,0,0,1,0,980619 00:00:00,980619 00:00:00,669
4343,1,1,0,0,0,1,0,960808 00:00:00,960808 00:00:00,670
4345,1,1,0,0,0,1,0,970917 00:00:00,970917 00:00:00,671
4349,1,1,0,0,0,1,0,980307 00:00:00,980307 00:00:00,672
4360,1,1,0,0,0,1,0,981228 00:00:00,981228 00:00:00,674
4376,1,1,0,0,0,1,0,970623 00:00:00,970623 00:00:00,675
4380,1,1,0,0,0,1,0,980930 00:00:00,980930 00:00:00,676
4417,1,1,0,0,0,1,0,980429 00:00:00,980429 00:00:00,680
4426,1,1,0,0,0,1,0,970122 00:00:00,970122 00:00:00,681
4429,1,1,0,0,0,1,0,981011 00:00:00,981011 00:00:00,682
4437,1,1,0,0,0,1,0,980805 00:00:00,980805 00:00:00,683
4457,1,1,0,0,0,1,0,980811 00:00:00,980811 00:00:00,684
4467,1,1,0,0,0,1,0,981229 00:00:00,981229 00:00:00,685
4471,1,1,0,0,0,1,0,980714 00:00:00,980714 00:00:00,687
4472,1,1,0,0,0,1,0,970801 00:00:00,970801 00:00:00,688
4473,1,1,0,0,0,1,0,980115 00:00:00,980115 00:00:00,689
4479,1,1,0,0,0,1,0,961107 00:00:00,961107 00:00:00,690
4492,1,1,0,0,0,1,0,981216 00:00:00,981216 00:00:00,691
4493,1,1,0,0,0,1,0,981208 00:00:00,981208 00:00:00,692
4504,1,1,0,0,0,1,0,970724 00:00:00,970724 00:00:00,694
4507,1,1,0,0,0,1,0,951215 00:00:00,951215 00:00:00,695
4516,1,1,0,0,0,1,0,980705 00:00:00,980705 00:00:00,696
4518,1,1,0,0,0,1,0,961211 00:00:00,961211 00:00:00,697
4534,1,1,0,0,0,1,0,980624 00:00:00,980624 00:00:00,701
4543,1,1,0,0,0,1,0,980830 00:00:00,980830 00:00:00,702
4555,1,1,0,0,0,1,0,950712 00:00:00,950712 00:00:00,705
4560,1,1,0,0,0,1,0,971121 00:00:00,971121 00:00:00,707
4592,1,1,0,0,0,1,0,980819 00:00:00,980819 00:00:00,711
4627,1,1,0,0,0,1,0,950930 00:00:00,950930 00:00:00,713
4638,1,1,0,0,0,1,0,970109 00:00:00,970109 00:00:00,714
4654,1,1,0,0,0,1,0,980519 00:00:00,980519 00:00:00,717
4660,1,1,0,0,0,1,0,970812 00:00:00,970812 00:00:00,718
4663,1,1,0,0,0,1,0,950624 00:00:00,950624 00:00:00,719
4684,1,1,0,0,0,1,0,961114 00:00:00,961114 00:00:00,722
4699,1,1,0,0,0,1,0,971215 00:00:00,971215 00:00:00,723
4721,1,1,0,0,0,1,0,980226 00:00:00,980226 00:00:00,726
4723,1,1,0,0,0,1,0,980719 00:00:00,980719 00:00:00,727
4725,1,1,0,0,0,1,0,981224 00:00:00,981224 00:00:00,728
4749,1,1,0,0,0,1,0,970502 00:00:00,970502 00:00:00,730
4763,1,1,0,0,0,1,0,940721 00:00:00,940721 00:00:00,732
4765,1,1,0,0,0,1,0,980501 00:00:00,980501 00:00:00,734
4772,1,1,0,0,0,1,0,981219 00:00:00,981219 00:00:00,735
4789,1,1,0,0,0,1,0,960803 00:00:00,960803 00:00:00,736
4791,1,1,0,0,0,1,0,950413 00:00:00,950413 00:00:00,737
4821,1,1,0,0,0,1,0,971203 00:00:00,971203 00:00:00,739
4832,1,1,0,0,0,1,0,960911 00:00:00,960911 00:00:00,741
4833,1,1,0,0,0,1,0,981110 00:00:00,981110 00:00:00,742
4863,1,1,0,0,0,1,0,981002 00:00:00,981002 00:00:00,744
4901,1,1,0,0,0,1,0,981104 00:00:00,981104 00:00:00,746
4923,1,1,0,0,0,1,0,970616 00:00:00,970616 00:00:00,748
4929,1,1,0,0,0,1,0,981019 00:00:00,981019 00:00:00,749
4937,1,1,0,0,0,1,0,981024 00:00:00,981024 00:00:00,750
4974,1,1,0,0,0,1,0,981225 00:00:00,981225 00:00:00,753
5002,1,1,0,0,0,1,0,980416 00:00:00,980416 00:00:00,755
5012,1,1,0,0,0,1,0,980518 00:00:00,980518 00:00:00,756
5016,1,1,0,0,0,1,0,980921 00:00:00,980921 00:00:00,758
5126,1,1,0,0,0,1,0,980119 00:00:00,980119 00:00:00,760
5132,1,1,0,0,0,1,0,971110 00:00:00,971110 00:00:00,762
5159,1,1,0,0,0,1,0,960529 00:00:00,960529 00:00:00,764
5175,1,1,0,0,0,1,0,980929 00:00:00,980929 00:00:00,765
5200,1,1,0,0,0,1,0,950211 00:00:00,950211 00:00:00,766
5204,1,1,0,0,0,1,0,970914 00:00:00,970914 00:00:00,767
5223,1,1,0,0,0,1,0,980706 00:00:00,980706 00:00:00,768
5224,1,1,0,0,0,1,0,981020 00:00:00,981020 00:00:00,769
5232,1,1,0,0,0,1,0,980615 00:00:00,980615 00:00:00,770
5233,1,1,0,0,0,1,0,960108 00:00:00,960108 00:00:00,771
5243,1,1,0,0,0,1,0,961030 00:00:00,961030 00:00:00,772
5245,1,1,0,0,0,1,0,981118 00:00:00,981118 00:00:00,773
5249,1,1,0,0,0,1,0,971225 00:00:00,971225 00:00:00,774
5263,1,1,0,0,0,1,0,961019 00:00:00,961019 00:00:00,776
5275,1,1,0,0,0,1,0,950102 00:00:00,950102 00:00:00,778
5333,1,1,0,0,0,1,0,980729 00:00:00,980729 00:00:00,780
5366,1,1,0,0,0,1,0,970707 00:00:00,970707 00:00:00,781
5376,1,1,0,0,0,1,0,980929 00:00:00,980929 00:00:00,782
5461,1,1,0,0,0,1,0,980324 00:00:00,980324 00:00:00,784
5468,1,1,0,0,0,1,0,980616 00:00:00,980616 00:00:00,785
5521,1,1,0,0,0,1,0,970512 00:00:00,970512 00:00:00,791
5526,1,1,0,0,0,1,0,981011 00:00:00,981011 00:00:00,792
5563,1,1,0,0,0,1,0,980802 00:00:00,980802 00:00:00,795
5727,1,1,0,0,0,1,0,980119 00:00:00,980119 00:00:00,803
5911,1,1,0,0,0,1,0,960215 00:00:00,960215 00:00:00,814
6039,1,1,0,0,0,1,0,981110 00:00:00,981110 00:00:00,820
6178,1,1,0,0,0,1,0,980605 00:00:00,980605 00:00:00,823
6196,1,1,0,0,0,1,0,980429 00:00:00,980429 00:00:00,824
6255,1,1,0,0,0,1,0,981222 00:00:00,981222 00:00:00,829
6275,1,1,0,0,0,1,0,980629 00:00:00,980629 00:00:00,831
6299,1,1,0,0,0,1,0,980801 00:00:00,980801 00:00:00,833
6301,1,1,0,0,0,1,0,980821 00:00:00,980821 00:00:00,834
6468,1,1,0,0,0,1,0,970306 00:00:00,970306 00:00:00,841
6644,1,1,0,0,0,1,0,970116 00:00:00,970116 00:00:00,850
6764,1,1,0,0,0,1,0,981024 00:00:00,981024 00:00:00,855
6906,1,1,0,0,0,1,0,980612 00:00:00,980612 00:00:00,863
7186,1,1,0,0,0,1,0,980917 00:00:00,980917 00:00:00,880
7195,1,1,0,0,0,1,0,960911 00:00:00,960911 00:00:00,882
7422,1,1,0,0,0,1,0,960908 00:00:00,960908 00:00:00,890
7434,1,1,0,0,0,1,0,971223 00:00:00,971223 00:00:00,891
7576,1,1,0,0,0,1,0,980118 00:00:00,980118 00:00:00,897
7672,1,1,0,0,0,1,0,980122 00:00:00,980122 00:00:00,904
7796,1,1,0,0,0,1,0,980427 00:00:00,980427 00:00:00,918
7855,1,1,0,0,0,1,0,980924 00:00:00,980924 00:00:00,923
8030,1,1,0,0,0,1,0,970802 00:00:00,970802 00:00:00,936
8295,1,1,0,0,0,1,0,971202 00:00:00,971202 00:00:00,942
8366,1,1,0,0,0,1,0,971108 00:00:00,971108 00:00:00,947
8392,1,1,0,0,0,1,0,980816 00:00:00,980816 00:00:00,951
8502,1,1,0,0,0,1,0,980930 00:00:00,980930 00:00:00,956
9276,1,1,0,0,0,1,0,960508 00:00:00,960508 00:00:00,977
9427,1,1,0,0,0,1,0,960221 00:00:00,960221 00:00:00,989
9555,1,1,0,0,0,1,0,981120 00:00:00,981120 00:00:00,1001
9569,1,1,0,0,0,1,0,980709 00:00:00,980709 00:00:00,1002
9582,1,1,0,0,0,1,0,980809 00:00:00,980809 00:00:00,1003
9721,1,1,0,0,0,1,0,961027 00:00:00,961027 00:00:00,1010
9760,1,1,0,0,0,1,0,961102 00:00:00,961102 00:00:00,1014
9833,1,1,0,0,0,1,0,971028 00:00:00,971028 00:00:00,1016
9914,1,1,0,0,0,1,0,971213 00:00:00,971213 00:00:00,1022
9929,1,1,0,0,0,1,0,980830 00:00:00,980830 00:00:00,1023
9930,1,1,0,0,0,1,0,980920 00:00:00,980920 00:00:00,1024
10040,1,1,0,0,0,1,0,981011 00:00:00,981011 00:00:00,1035
10043,1,1,0,0,0,1,0,970117 00:00:00,970117 00:00:00,1036
10145,1,1,0,0,0,1,0,950107 00:00:00,950107 00:00:00,1039
10479,1,1,0,0,0,1,0,960724 00:00:00,960724 00:00:00,1055
10528,1,1,0,0,0,1,0,971106 00:00:00,971106 00:00:00,1056
10543,1,1,0,0,0,1,0,970729 00:00:00,970729 00:00:00,1059
10636,1,1,0,0,0,1,0,960217 00:00:00,960217 00:00:00,1064
11004,1,1,0,0,0,1,0,981225 00:00:00,981225 00:00:00,1081
11195,1,1,0,0,0,1,0,961006 00:00:00,961006 00:00:00,1087
11319,1,1,0,0,0,1,0,970120 00:00:00,970120 00:00:00,1093
11371,1,1,0,0,0,1,0,980901 00:00:00,980901 00:00:00,1098
11491,1,1,0,0,0,1,0,980425 00:00:00,980425 00:00:00,1102
11596,1,1,0,0,0,1,0,961231 00:00:00,961231 00:00:00,1111
11701,1,1,0,0,0,1,0,970102 00:00:00,970102 00:00:00,1118
12050,1,1,0,0,0,1,0,960531 00:00:00,960531 00:00:00,1134
12133,1,1,0,0,0,1,0,970629 00:00:00,970629 00:00:00,1138
12328,1,1,0,0,0,1,0,980825 00:00:00,980825 00:00:00,1150
12378,1,1,0,0,0,1,0,980905 00:00:00,980905 00:00:00,1154
12396,1,1,0,0,0,1,0,980801 00:00:00,980801 00:00:00,1155
12577,1,1,0,0,0,1,0,960812 00:00:00,960812 00:00:00,1164
12599,1,1,0,0,0,1,0,981108 00:00:00,981108 00:00:00,1165
12643,1,1,0,0,0,1,0,980718 00:00:00,980718 00:00:00,1167
12662,1,1,0,0,0,1,0,981130 00:00:00,981130 00:00:00,1169
12750,1,1,0,0,0,1,0,970508 00:00:00,970508 00:00:00,1173
12802,1,1,0,0,0,1,0,981124 00:00:00,981124 00:00:00,1175
12850,1,1,0,0,0,1,0,970619 00:00:00,970619 00:00:00,1178
12986,1,1,0,0,0,1,0,980919 00:00:00,980919 00:00:00,1188
13044,1,1,0,0,0,1,0,980702 00:00:00,980702 00:00:00,1192
13113,1,1,0,0,0,1,0,970627 00:00:00,970627 00:00:00,1196
13134,1,1,0,0,0,1,0,980309 00:00:00,980309 00:00:00,1199
13405,1,1,0,0,0,1,0,980526 00:00:00,980526 00:00:00,1216
13468,1,1,0,0,0,1,0,970808 00:00:00,970808 00:00:00,1220
13576,1,1,0,0,0,1,0,951122 00:00:00,951122 00:00:00,1225
13620,1,1,0,0,0,1,0,980308 00:00:00,980308 00:00:00,1230
13968,1,1,0,0,0,1,0,950613 00:00:00,950613 00:00:00,1247
